payment_method_id,description,brand,fingerprint,funding,three_d_secure_authentication_flow,three_d_secure_result,three_d_secure_result_reason,three_d_secure_version,type,charge_id,wallet_type,_fivetran_synced,three_d_secure_usage_supported
pm_1K4nK3FCPJnn9IgIOm85apw1,,visa,CPjYoo9lXz91hboV,credit,,,,,,,,2024-08-15 06:35:07.536000+00:00,True
pm_1K4nUuFCPJnn9IgIsRj0gFrz,,visa,mZK0JLmvmOZYTlOc,credit,,,,,,,,2024-08-15 06:35:07.536000+00:00,True
pm_1K4p47FCPJnn9IgIy8pQGlg1,,visa,EupIME3m0cuecf3f,credit,,,,,,,,2024-08-15 06:35:07.793000+00:00,True
pm_1K4vV9FCPJnn9IgIe1yu7tMz,,visa,dlXyGjWfM7eHFPbI,debit,,,,,,,,2024-08-15 06:35:08.340000+00:00,True
pm_1K51O1FCPJnn9IgITjYXWyMF,,visa,mgoSutDgqCegHh1V,debit,,,,,,,,2024-08-15 06:35:05.046000+00:00,True
pm_1K59gbFCPJnn9IgIUE844e43,,mastercard,WcZBujou0cs8roXQ,debit,,,,,,,,2024-08-15 06:35:04.803000+00:00,True
pm_1K5ANoFCPJnn9IgIegPl3aKS,,mastercard,ftnPcqUu8zXFHsnf,credit,,,,,,,,2024-08-15 06:35:04.803000+00:00,True
pm_1K5CaZFCPJnn9IgIuFHhZrgm,,visa,B2UfkLU2LFMzw2Jt,credit,,,,,,,,2024-08-15 06:35:05.636000+00:00,True
pm_1K5CfVFCPJnn9IgISwOdhnh3,,visa,bXfOIfibuvXRlXPh,debit,,,,,,,,2024-08-15 06:35:05.636000+00:00,True
pm_1K5DCaFCPJnn9IgIfb8rV49e,,visa,6uuSweKmoRzr5oS0,debit,,,,,,,,2024-08-15 06:35:05.636000+00:00,True
pm_1K5EOgFCPJnn9IgI0q58UcPS,,visa,IiuSiZLsVzPYJK8m,credit,,,,,,,,2024-08-15 06:35:05.582000+00:00,True
pm_1K5IDFFCPJnn9IgI1PcxF5CD,,visa,dKljgobun2LDojKZ,credit,,,,,,,,2024-08-15 06:35:05.830000+00:00,True
pm_1K5KH8FCPJnn9IgImSgpHQKT,,visa,F9vaOpSdruyK44FP,debit,,,,,,,,2024-08-15 06:35:03.039000+00:00,True
pm_1K5UZRFCPJnn9IgIq1X5I733,,mastercard,wc2w4RQRws9AcS5f,credit,,,,,,,,2024-08-15 06:35:02.496000+00:00,True
pm_1K5WqZFCPJnn9IgIkiZzvQvt,,visa,deG3MzwnX5gyu7h3,debit,,,,,,,,2024-08-15 06:35:02.495000+00:00,True
pm_1K5X03FCPJnn9IgIqxk1BaBx,,amex,IOLhnJi1v7hHNyYm,credit,,,,,,,,2024-08-15 06:35:02.495000+00:00,True
pm_1K5Ye0FCPJnn9IgIcAEIO48L,,amex,2Dx0HfiOcuEQa2ge,credit,,,,,,,link,2024-08-15 06:35:03.708000+00:00,True
pm_1K5a0nFCPJnn9IgIDXIXET9c,,visa,8xipZ4wtsAgwHArU,credit,,,,,,,,2024-08-15 06:35:03.410000+00:00,True
pm_1K5aHSFCPJnn9IgIkjC7UVcY,,mastercard,KukmMlEcoVCvjRFQ,credit,,,,,,,,2024-08-15 06:35:03.410000+00:00,True
pm_1K5aucFCPJnn9IgI1gJAdUd9,,visa,eHfHerRJo2MaChzR,credit,,,,,,,,2024-08-15 06:35:03.410000+00:00,True
pm_1K5b11FCPJnn9IgIigS1fUdO,,visa,42K2xaW5UZJ5GTwM,credit,,,,,,,,2024-08-15 06:35:03.410000+00:00,True
pm_1K5dNKFCPJnn9IgIiGgw9KTz,,mastercard,m7etZ3IX2tXwaU91,debit,,,,,,,,2024-08-15 06:35:02.688000+00:00,True
pm_1K5dyaFCPJnn9IgIc4xaAbfx,,visa,IftK6Hki5aWpSIrr,credit,,,,,,,,2024-08-15 06:35:02.688000+00:00,True
pm_1K5e38FCPJnn9IgIhXg21GF7,,amex,c8u6slnZMQQRZ71M,credit,,,,,,,,2024-08-15 06:35:02.688000+00:00,True
pm_1K5gCGFCPJnn9IgIGF7A9kqL,,visa,6sMHJFVGxuveK3pz,credit,,,,,,,,2024-08-15 06:35:01.133000+00:00,True
pm_1K5hJBFCPJnn9IgIbRHn2ESj,,visa,Aylzmyb4Ybr6lCXs,credit,,,,,,,link,2024-08-15 06:34:39.565000+00:00,True
pm_1K5hqNFCPJnn9IgIwtMOEONN,,mastercard,Rj49XGfwNlDc4yUY,debit,,,,,,,,2024-08-15 06:34:39.565000+00:00,True
pm_1K61dwFCPJnn9IgIfkEunPDX,,visa,HSczWMB5Q7qGKOqz,credit,,,,,,,,2024-08-15 06:34:33.414000+00:00,True
pm_1K61ogFCPJnn9IgIrXOCRawY,,amex,cIKDgnenTMPElqyZ,credit,,,,,,,link,2024-08-15 06:34:33.414000+00:00,True
pm_1K62hMFCPJnn9IgIPCHMStE3,,mastercard,tg3fvDUPsW2EMJNx,credit,,,,,,,,2024-08-15 06:34:30.751000+00:00,True
pm_1K64XJFCPJnn9IgIVM7zXV15,,visa,aaf1FQ1hO0KDajVa,credit,,,,,,,,2024-08-15 06:34:30.751000+00:00,True
pm_1K69h5FCPJnn9IgIDzuRqEhR,,visa,ne0aVyah7dE2xAbY,credit,,,,,,,,2024-08-15 06:34:29.948000+00:00,True
pm_1K6G3LFCPJnn9IgIwpRa3hWF,,mastercard,jrlHSBgb26nFzWhe,credit,,,,,,,,2024-08-15 06:34:30.747000+00:00,True
pm_1K6GY4FCPJnn9IgI2pJAGQnJ,,visa,pALSsgCYd0Y7tmoC,debit,,,,,,,,2024-08-15 06:34:30.747000+00:00,True
pm_1K6HyeFCPJnn9IgIBGNpGypT,,amex,rRceVHBeKPzowh3I,credit,,,,,,,link,2024-08-15 06:34:30.746000+00:00,True
pm_1K6IdQFCPJnn9IgI8XiPGd75,,mastercard,aaYVeEZsCAIXh3sv,credit,,,,,,,,2024-08-15 06:34:30.746000+00:00,True
pm_1K6JKEFCPJnn9IgIYCkrlk2D,,visa,RUqPdqb8LugViYtg,debit,,,,,,,,2024-08-15 06:34:31.210000+00:00,True
pm_1K6Ki8FCPJnn9IgImd0XNnHO,,amex,mDEgHcPW8k0sbSey,credit,,,,,,,,2024-08-15 06:34:31.209000+00:00,True
pm_1K6L7pFCPJnn9IgI8CBygmGn,,visa,5YYcajFNRUVvwwEA,debit,,,,,,,,2024-08-15 06:34:31.209000+00:00,True
pm_1K6OJhFCPJnn9IgIRscdHCIH,,visa,I4Ufe1MqIQGcaoc1,debit,,,,,,,link,2024-08-15 06:34:30.445000+00:00,True
pm_1K6OdJFCPJnn9IgI5fZhkZ98,,discover,pkdVv25NgvTcXbOa,credit,,,,,,,,2024-08-15 06:34:29.078000+00:00,True
pm_1K6P2VFCPJnn9IgIms4dKyee,,amex,QdKimUIW01tXOECP,credit,,,,,,,,2024-08-15 06:34:29.078000+00:00,True
pm_1K6POuFCPJnn9IgI1ZFkwX7Y,,visa,rG6aJB8FE7nRSFTb,credit,,,,,,,link,2024-08-15 06:34:29.077000+00:00,True
pm_1K6PiOFCPJnn9IgI6El7HfCx,,visa,Wlbrso921icpVv0W,debit,,,,,,,link,2024-08-15 06:34:29.077000+00:00,True
pm_1K6PmeFCPJnn9IgIgzL2rhbS,,visa,mcRnJ5E6fb3BT0GZ,credit,,,,,,,link,2024-08-15 06:34:29.077000+00:00,True
pm_1K6RmbFCPJnn9IgIjjBgXvri,,visa,VQGDyxzY0sMmptjv,credit,,,,,,,,2024-08-15 06:34:27.802000+00:00,True
pm_1K6ThBFCPJnn9IgI7ZMyIrGV,,visa,N6Faud4g7rjelU15,credit,,,,,,,,2024-08-15 06:34:27.802000+00:00,True
pm_1K6VE0FCPJnn9IgI3YtylaRD,,mastercard,1muXWEwoPob7YuEy,credit,,,,,,,,2024-08-15 06:34:27.149000+00:00,True
pm_1K6bAHFCPJnn9IgI9i4UZ0mX,,visa,ruGDytD0VJXWhM0B,credit,,,,,,,,2024-08-15 06:34:27.693000+00:00,True
pm_1K6bUhFCPJnn9IgINghRpLLj,,visa,dF9rjVE8LvsLQNfF,credit,,,,,,,,2024-08-15 06:34:27.693000+00:00,True
pm_1K6crFFCPJnn9IgIX6ceTVRZ,,mastercard,YOeSOzBhQZBm9h2g,credit,,,,,,,,2024-08-15 06:34:28.802000+00:00,True
pm_1K6e5nFCPJnn9IgIYRUThctc,,visa,7GSWjynmtP9zU5Ts,credit,,,,,,,,2024-08-15 06:34:28.801000+00:00,True
pm_1K6edfFCPJnn9IgIrHgZdq4n,,amex,cTq1m0lRC7W2QRbb,credit,,,,,,,,2024-08-15 06:34:28.801000+00:00,True
pm_1K6fBJFCPJnn9IgITzMW1T1h,,visa,uZ36C2TyokpChHQz,credit,,,,,,,,2024-08-15 06:34:28.801000+00:00,True
pm_1K6hqcFCPJnn9IgI3T8ruAIP,,visa,xTtAIfK7nB76GWIA,debit,,,,,,,,2024-08-15 06:34:28.316000+00:00,True
pm_1K6jUQFCPJnn9IgI4RRRWaU6,,visa,cp9bn3DP1rHNns1q,credit,,,,,,,,2024-08-15 06:34:28.169000+00:00,True
pm_1K6mOjFCPJnn9IgI982Cmz1b,,visa,0Q7sCgqqYKowQfMF,credit,,,,,,,,2024-08-15 06:34:26.234000+00:00,True
pm_1K6noTFCPJnn9IgIecEh0Vnk,,visa,m9VhdIQ2Y3XxyGbv,credit,,,,,,,link,2024-08-15 06:34:26.147000+00:00,True
pm_1K6nqkFCPJnn9IgIFtr3BRgW,,visa,ILLezF2aCdveVVci,credit,,,,,,,,2024-08-15 06:34:26.147000+00:00,True
pm_1K6sZcFCPJnn9IgI1cZtPeeo,,visa,MxApFNreXlobmY5b,debit,,,,,,,link,2024-08-15 06:34:25.043000+00:00,True
pm_1K6xjHFCPJnn9IgIYxG6rk66,,visa,CyKPistahi8gQELy,credit,,,,,,,,2024-08-15 06:34:25.651000+00:00,True
pm_1K70l0FCPJnn9IgIH3C8kE6W,,visa,jFmujrnohDEl173R,debit,,,,,,,,2024-08-15 06:34:25.656000+00:00,True
pm_1K72RGFCPJnn9IgIvztRzFDS,,mastercard,991n7p0aYsbkrUgG,prepaid,,,,,,,,2024-08-15 06:34:26.699000+00:00,True
pm_1K72d5FCPJnn9IgIvxKr13Yz,,visa,PnyPvOV6R8zRf3Ld,credit,,,,,,,,2024-08-15 06:34:26.699000+00:00,True
pm_1K731lFCPJnn9IgIEpSrSJNj,,visa,fgc00bEIIbg2dDbi,debit,,,,,,,,2024-08-15 06:34:26.699000+00:00,True
pm_1K73HDFCPJnn9IgISrNydcmB,,visa,eC660Pg4yTEQoSoQ,prepaid,,,,,,,,2024-08-15 06:34:26.699000+00:00,True
pm_1K73qIFCPJnn9IgI3XN6bIUj,,mastercard,be00XqIwRwUTtlFo,credit,,,,,,,link,2024-08-15 06:34:26.699000+00:00,True
pm_1K73roFCPJnn9IgIpeG7o37j,,mastercard,hnNpWXrj8DgyOaJH,credit,,,,,,,,2024-08-15 06:34:26.699000+00:00,True
pm_1K747DFCPJnn9IgIJfbBfWlE,,visa,kxOz7v56Q4rwjkBf,debit,,,,,,,link,2024-08-15 06:34:26.698000+00:00,True
pm_1K74PgFCPJnn9IgInmyxLKtF,,amex,Uhd1JkX0sog0GeRC,credit,,,,,,,link,2024-08-15 06:34:26.698000+00:00,True
pm_1K75C1FCPJnn9IgI2RbPPCI5,,visa,wGY80PoOXFrm8NHZ,credit,,,,,,,link,2024-08-15 06:34:26.114000+00:00,True
pm_1K79ZUFCPJnn9IgIks16FDkX,,amex,84tAmTGM6PYswFtl,credit,,,,,,,link,2024-08-15 06:34:22.507000+00:00,True
pm_1K7MIMFCPJnn9IgIa2q01dId,,discover,7b5VazE3LHHieWfX,credit,,,,,,,,2024-08-15 06:34:23.100000+00:00,True
pm_1K7NPFFCPJnn9IgI3fQBR4Iq,,mastercard,3R3sTMYWWiCDYHZ6,debit,,,,,,,,2024-08-15 06:34:23.099000+00:00,True
pm_1K7NwbFCPJnn9IgIHKlNCtlp,,visa,gz4y00zfozJyk3cf,credit,,,,,,,,2024-08-15 06:34:23.099000+00:00,True
pm_1K7OqRFCPJnn9IgI3t8B5zEK,,visa,NJt9Wp918e1Ek0Ei,debit,,,,,,,,2024-08-15 06:34:24.582000+00:00,True
pm_1K7PGuFCPJnn9IgI68dvtBp1,,visa,FXhfjbDVfhhwle3B,credit,,,,,,,link,2024-08-15 06:34:24.582000+00:00,True
pm_1K7PO8FCPJnn9IgIu8muXkAX,,visa,XJe51BIHDcvr836A,credit,,,,,,,,2024-08-15 06:34:24.582000+00:00,True
pm_1K7PaiFCPJnn9IgIYWx8YzyP,,visa,rUf2wgzKbKGGZCBu,credit,,,,,,,,2024-08-15 06:34:24.582000+00:00,True
pm_1K7SqKFCPJnn9IgItVzYLnyK,,visa,wujAJ5f3P3p5YpdW,debit,,,,,,,,2024-08-15 06:34:23.872000+00:00,True
pm_1K7VbTFCPJnn9IgIsx90NwLo,,mastercard,jiKo8TQgsclOal8m,credit,,,,,,,,2024-08-15 06:34:18.918000+00:00,True
pm_1K7WrrFCPJnn9IgIrCqUUq3x,,mastercard,qwLC2qONeHbIeHxj,debit,,,,,,,link,2024-08-15 06:34:19.112000+00:00,True
pm_1K7hHeFCPJnn9IgIOhKQhPoJ,,visa,OHVhIt3TP5EzRlvb,credit,,,,,,,,2024-08-15 06:34:18.241000+00:00,True
pm_1K7hKuFCPJnn9IgIR8QPknNY,,mastercard,FlMMZS0A5oEMaXkg,debit,,,,,,,link,2024-08-15 06:34:18.241000+00:00,True
pm_1K7iUrFCPJnn9IgIb5a1mRCf,,mastercard,AkyhWenjty4SXu6p,credit,,,,,,,,2024-08-15 06:34:19.553000+00:00,True
pm_1K7jdVFCPJnn9IgIj8y0XtAj,,visa,P2tudMubEqDZk2RS,credit,,,,,,,,2024-08-15 06:34:19.553000+00:00,True
pm_1K7lBEFCPJnn9IgIihwVJr9t,,visa,UReaesP2QudM7jdC,debit,,,,,,,,2024-08-15 06:34:20.565000+00:00,True
pm_1K7lUWFCPJnn9IgINajpfhcU,,visa,jHYMXAJXSxCU8x3W,credit,,,,,,,,2024-08-15 06:34:20.565000+00:00,True
pm_1K7nTfFCPJnn9IgISPMrUe7g,,visa,KBAlDH2SEnBfZRty,debit,,,,,,,,2024-08-15 06:34:20.565000+00:00,True
pm_1K7nvdFCPJnn9IgIDB2M2bUK,,visa,nkEykxZt5JZ58Vhb,credit,,,,,,,,2024-08-15 06:34:19.148000+00:00,True
pm_1K7tKBFCPJnn9IgIfRFONl6o,,mastercard,uvkxnDvVt3JnzNh7,debit,,,,,,,link,2024-08-15 06:34:15.794000+00:00,True
pm_1K7twHFCPJnn9IgIllXOaJL4,,visa,myjHY8jntbsQh5GZ,debit,,,,,,,link,2024-08-15 06:34:15.793000+00:00,True
pm_1K7ucCFCPJnn9IgI7guNoMni,,mastercard,D881buTYvg6JmKb8,debit,,,,,,,,2024-08-15 06:34:15.793000+00:00,True
pm_1K82tXFCPJnn9IgIjLCDs6cu,,visa,S57t1Xo3r7LXZm0p,debit,,,,,,,,2024-08-15 06:34:15.865000+00:00,True
pm_1K863cFCPJnn9IgItddyVWAg,,mastercard,0MpW19mZZAvb2w2K,credit,,,,,,,,2024-08-15 06:34:16.495000+00:00,True
pm_1K89HIFCPJnn9IgImhF5KM6S,,amex,1IYBv9csVDESLclL,credit,,,,,,,,2024-08-15 06:34:16.813000+00:00,True
pm_1K89jYFCPJnn9IgIl1c7gL1j,,mastercard,ohmPeROivij5X6a5,credit,,,,,,,,2024-08-15 06:34:16.813000+00:00,True
pm_1K8Aa6FCPJnn9IgITVCMzvgK,,visa,3Q0Vzwy9x7OlSA6P,credit,,,,,,,,2024-08-15 06:34:17.108000+00:00,True
pm_1K8FFLFCPJnn9IgIfdeWpaLh,,visa,GBL1dDWWoSr01rzn,credit,,,,,,,,2024-08-15 06:34:13.177000+00:00,True
pm_1K8FaXFCPJnn9IgIkTf8z1zo,,visa,UgG26F8WesN5cpne,credit,,,,,,,,2024-08-15 06:34:13.177000+00:00,True
pm_1K8IFmFCPJnn9IgIM6o6M1A6,,mastercard,aFf5rqX0AE7ozfkm,debit,,,,,,,,2024-08-15 06:34:13.425000+00:00,True
pm_1K8LaPFCPJnn9IgIxXxDa2Qd,,mastercard,XYmNmU301Qd4bcWc,debit,,,,,,,,2024-08-15 06:34:11.861000+00:00,True
pm_1K8O4mFCPJnn9IgIqXNJkk6J,,mastercard,VVNSDU30hgqfInj5,debit,,,,,,,,2024-08-15 06:34:12.841000+00:00,True
pm_1K8QbuFCPJnn9IgIp5taegPv,,visa,9FeFJjE4tTCQH1pi,debit,,,,,,,,2024-08-15 06:34:12.841000+00:00,True
pm_1K8TFDFCPJnn9IgIJJfnKzZ8,,amex,jktW32h2784VHbup,credit,,,,,,,link,2024-08-15 06:34:13.028000+00:00,True
pm_1K8ZEQFCPJnn9IgIJUZNu415,,amex,CeXat7T7Xe70dYnR,credit,,,,,,,,2024-08-15 06:34:14.501000+00:00,True
pm_1K8cJdFCPJnn9IgITGuZOfTk,,visa,DYqo1KvfYAKT0G7e,debit,,,,,,,,2024-08-15 06:34:10.654000+00:00,True
pm_1K8fTSFCPJnn9IgIU1k5mJVx,,mastercard,BChh3X5keKCy0vL1,credit,,,,,,,,2024-08-15 06:34:10.578000+00:00,True
pm_1K8q6yFCPJnn9IgIut6zioie,,mastercard,e0Sr9d0rGoNmemhj,debit,,,,,,,link,2024-08-15 06:34:11.438000+00:00,True
pm_1K8qVLFCPJnn9IgIcPrBbTpf,,visa,6oY9aZ3NCqTRXNJa,debit,,,,,,,link,2024-08-15 06:34:11.291000+00:00,True
pm_1K8u4jFCPJnn9IgIKWOrGjC1,,visa,d6btrozj6BiIEURl,debit,,,,,,,link,2024-08-15 06:34:11.284000+00:00,True
pm_1K8u4jFCPJnn9IgIrRhlepdJ,,mastercard,rApsyYIL07aetbHj,debit,,,,,,,,2024-08-15 06:34:11.284000+00:00,True
pm_1K8vVAFCPJnn9IgIHiKhJ0Jl,,mastercard,lvppMIuZspBwiJ2H,credit,,,,,,,,2024-08-15 06:34:11.283000+00:00,True
pm_1K8wYbFCPJnn9IgIozeNKUsP,,mastercard,pzNJ7olZhw5oQBUo,credit,,,,,,,,2024-08-15 06:34:08.246000+00:00,True
pm_1K8wsgFCPJnn9IgIFPqVnlHr,,visa,xgy0wtjWSN0LLgmq,debit,,,,,,,,2024-08-15 06:34:08.246000+00:00,True
pm_1K90ctFCPJnn9IgITgnrOfSs,,mastercard,YDm0ZjlxARoaQI4R,credit,,,,,,,link,2024-08-15 06:34:08.361000+00:00,True
pm_1K9BWqFCPJnn9IgIG7OSP6Ot,,visa,CTBfcUBSlTDlpL1y,debit,,,,,,,,2024-08-15 06:34:08.121000+00:00,True
pm_1K9CBvFCPJnn9IgIgfTyE5hH,,amex,JTiUaYA2OKglK3TX,credit,,,,,,,link,2024-08-15 06:34:08.121000+00:00,True
pm_1K9CiHFCPJnn9IgI918jZ6CJ,,visa,snUeM6auXBryGsKJ,debit,,,,,,,link,2024-08-15 06:34:09.186000+00:00,True
pm_1K9DM7FCPJnn9IgISqOrM5NW,,visa,JSebvVsedV7wTwMg,credit,,,,,,,link,2024-08-15 06:34:09.186000+00:00,True
pm_1K9HvOFCPJnn9IgICavZwZ1z,,visa,w3TFxe8JHjY5DSZq,credit,,,,,,,,2024-08-15 06:34:08.200000+00:00,True
pm_1K9MwFFCPJnn9IgIkzZQvs51,,visa,PnfCwBOg951o0Y4q,debit,,,,,,,,2024-08-15 06:34:05.160000+00:00,True
pm_1K9TIiFCPJnn9IgIEccGJk26,,visa,mpzRm3WHKSPWEhSd,credit,,,,,,,,2024-08-15 06:34:04.681000+00:00,True
pm_1K9Y3vFCPJnn9IgIHo62hi4P,,mastercard,zY6FJB3dvwDAbOP4,debit,,,,,,,,2024-08-15 06:34:05.818000+00:00,True
pm_1K9Yr3FCPJnn9IgI6T6Ogvi5,,mastercard,geK4KBDEReKyJ305,debit,,,,,,,,2024-08-15 06:34:05.818000+00:00,True
pm_1K9YvLFCPJnn9IgI63E3Ntes,,visa,uErNDQ2Oj1R0j3w7,prepaid,,,,,,,,2024-08-15 06:34:05.818000+00:00,True
pm_1K9ZEtFCPJnn9IgIjboq16WN,,visa,24KRNkhg5mNufzZg,credit,,,,,,,,2024-08-15 06:34:06.629000+00:00,True
pm_1K9ZwhFCPJnn9IgImjFDw2kL,,mastercard,zsGS01vyu4oa1Cp7,credit,,,,,,,,2024-08-15 06:34:06.629000+00:00,True
pm_1K9auTFCPJnn9IgIoZ66KKrE,,amex,37LhIyzoUZtv6amf,credit,,,,,,,,2024-08-15 06:34:06.629000+00:00,True
pm_1K9u0MFCPJnn9IgIBiB83X0L,,mastercard,0m1y4nf8A5hGEwRS,debit,,,,,,,,2024-08-15 06:34:02.466000+00:00,True
pm_1K9v0FFCPJnn9IgIozvXj9Sv,,amex,8q3pIZY5CC74HrMF,credit,,,,,,,,2024-08-15 06:34:02.466000+00:00,True
pm_1K9vFpFCPJnn9IgIc3DCEMNv,,amex,frx5BiP33jhTBluL,credit,,,,,,,,2024-08-15 06:34:02.466000+00:00,True
pm_1K9wdgFCPJnn9IgI9eXvrmWS,,mastercard,BKXIkRTuo6UP0lm9,debit,,,,,,,,2024-08-15 06:34:04.163000+00:00,True
pm_1K9wsTFCPJnn9IgIaFxM9Tx4,,visa,mnIQwh3OGIWXF87Z,credit,,,,,,,link,2024-08-15 06:34:04.163000+00:00,True
pm_1KAKZZFCPJnn9IgIOD46pfj0,,visa,t5CCyNHuNDvWO2Go,credit,,,,,,,,2024-08-15 06:34:01.119000+00:00,True
pm_1KAKyXFCPJnn9IgIZmZnNKxn,,visa,mMeyb1ZqGUGBsUkt,credit,,,,,,,,2024-08-15 06:34:00.017000+00:00,True
pm_1KAQKEFCPJnn9IgIelMPKezc,,visa,Uaa4bqh8zt5kHTyk,debit,,,,,,,,2024-08-15 06:33:58.457000+00:00,True
pm_1KAhvNFCPJnn9IgIl7OzxcGv,,visa,025jMGXJB8ZQpLM9,credit,,,,,,,,2024-08-15 06:33:58.544000+00:00,True
pm_1KAkVRFCPJnn9IgIb8iXszT1,,mastercard,7mTCTg1ysNmQxjdB,credit,,,,,,,link,2024-08-15 06:33:54.965000+00:00,True
pm_1KAmwRFCPJnn9IgIvOQrGLJi,,mastercard,l3sd5kt4Xqx3zgOt,credit,,,,,,,,2024-08-15 06:33:54.964000+00:00,True
pm_1KApWhFCPJnn9IgIG4ZlAHHJ,,mastercard,SXFKvw3KE2azTidy,credit,,,,,,,link,2024-08-15 06:33:55.038000+00:00,True
pm_1KB18SFCPJnn9IgINxV1hbWY,,visa,hQHzZnPj22wIOCLT,credit,,,,,,,,2024-08-15 06:33:56.101000+00:00,True
pm_1KB5fYFCPJnn9IgI7Qr4Mr3n,,discover,f93hN4wWhp63iQ7U,credit,,,,,,,,2024-08-15 06:33:55.102000+00:00,True
pm_1KBAaoFCPJnn9IgIqbdFVkSF,,visa,xKHA2VH9QRfGD5Vr,debit,,,,,,,,2024-08-15 06:33:53.272000+00:00,True
pm_1KBKgkFCPJnn9IgIrEJg66w4,,visa,mM29Bll4et2zF6eb,credit,,,,,,,link,2024-08-15 06:33:53.457000+00:00,True
pm_1KBPQEFCPJnn9IgIsOjtUGhL,,visa,VG1WhYDQJnBU5wUw,credit,,,,,,,,2024-08-15 06:33:53.310000+00:00,True
pm_1KBUueFCPJnn9IgIhjcnU1vk,,mastercard,IXl3W9vXUifROpga,debit,,,,,,,,2024-08-15 06:33:51.541000+00:00,True
pm_1KBhGDFCPJnn9IgIfDjlfo5X,,amex,9PAvwT0iu1KHJprd,credit,,,,,,,,2024-08-15 06:33:51.241000+00:00,True
pm_1KBmujFCPJnn9IgIbtImEsSn,,visa,Q95gXpSWJZm51ViU,debit,,,,,,,,2024-08-15 06:33:52.046000+00:00,True
pm_1KBoSaFCPJnn9IgIfcZINTqy,,visa,VYeYShHzlLAzlj4s,credit,,,,,,,,2024-08-15 06:33:52.046000+00:00,True
pm_1KBuR6FCPJnn9IgIOLUPALkD,,visa,7DzUtuPFsL6OIyfl,debit,,,,,,,,2024-08-15 06:33:50.169000+00:00,True
pm_1KC3Z9FCPJnn9IgI6XlSwyWH,,visa,wJCWH5I0JbjTSbKJ,credit,,,,,,,,2024-08-15 06:33:49.213000+00:00,True
pm_1KC4hVFCPJnn9IgIG4g6FRdP,,amex,aKDutEQgvO6ysYUk,credit,,,,,,,link,2024-08-15 06:33:50.057000+00:00,True
pm_1KC5DuFCPJnn9IgIkffp2dzX,,visa,YjxE5C8VCnsNoP9R,debit,,,,,,,,2024-08-15 06:33:50.056000+00:00,True
pm_1KC8bJFCPJnn9IgIFiKqAKC4,,visa,9P5YNLx22jFWAmkF,credit,,,,,,,,2024-08-15 06:33:50.101000+00:00,True
pm_1KCA3rFCPJnn9IgIJFfBgjSW,,visa,noV42ruHsQa2KmhY,credit,,,,,,,link,2024-08-15 06:33:50.228000+00:00,True
pm_1KCA92FCPJnn9IgIZ2EwzByX,,visa,WTFzhZvGLon5K0WO,credit,,,,,,,,2024-08-15 06:33:50.228000+00:00,True
pm_1KCGDHFCPJnn9IgIIGGEP2d5,,visa,8HQmo5RIYVMHaYvk,debit,,,,,,,,2024-08-15 06:33:20.433000+00:00,True
pm_1KCNaUFCPJnn9IgIlYKTzGNR,,mastercard,SplS7ISAmhUddDwo,credit,,,,,,,link,2024-08-15 06:33:27.324000+00:00,True
pm_1KCOz1FCPJnn9IgItu4ZLvGx,,visa,lbftKdGOM7M4VUVk,debit,,,,,,,,2024-08-15 06:33:19.965000+00:00,True
pm_1KCQWkFCPJnn9IgIo5Uf6ML5,,visa,shpwCgmj2fHshwdc,credit,,,,,,,,2024-08-15 06:33:20.523000+00:00,True
pm_1KCTYnFCPJnn9IgI7ZD6b0Bu,,visa,9KWBfoLaXVyIRRFd,debit,,,,,,,,2024-08-15 06:33:20.428000+00:00,True
pm_1KCUEWFCPJnn9IgI90oIogt8,,visa,a57gFQpngikisvA0,debit,,,,,,,link,2024-08-15 06:33:20.428000+00:00,True
pm_1KCUl9FCPJnn9IgIcoVtdfYP,,visa,rC9qD8bg8o2Dw5Z4,debit,,,,,,,link,2024-08-15 06:33:20.428000+00:00,True
pm_1KCWtCFCPJnn9IgISeoJUHmV,,visa,HJgEpR66ynWmPLrU,credit,,,,,,,,2024-08-15 06:33:20.978000+00:00,True
pm_1KCtV4FCPJnn9IgIWMYQDFLY,,mastercard,FUVNGbDlmKbQ7kO1,credit,,,,,,,link,2024-08-15 06:33:18.481000+00:00,True
pm_1KCwtiFCPJnn9IgIu5h0KtyV,,visa,RM6RAl0J8EGJNnyc,credit,,,,,,,,2024-08-15 06:30:10.451000+00:00,True
pm_1KCy4nFCPJnn9IgIhmRjQPVt,,visa,H8uHYilL7HIq7Kp0,credit,,,,,,,,2024-08-15 06:30:09.698000+00:00,True
pm_1KD7VrFCPJnn9IgIMm3Wyw9x,,discover,LQxS1yYrNbyklLNa,credit,,,,,,,,2024-08-15 06:30:09.447000+00:00,True
pm_1KDAilFCPJnn9IgI2YGt8WqZ,,visa,pbFnR0fAJRKY0bXj,debit,,,,,,,,2024-08-15 06:30:09.963000+00:00,True
pm_1KDBsDFCPJnn9IgIvI1bcOPn,,visa,Uq4N0TcFU3LPIIfu,credit,,,,,,,,2024-08-15 06:33:17.732000+00:00,True
pm_1KDDhaFCPJnn9IgIVX7bqmYo,,mastercard,5jjhRUCNZPB4RpFX,credit,,,,,,,,2024-08-15 06:30:15.722000+00:00,True
pm_1KDDnVFCPJnn9IgIClgGTd1j,,mastercard,2HEDjQTacGSPr4Xk,credit,,,,,,,,2024-08-15 06:30:15.722000+00:00,True
