amazon_order_id,method,_fivetran_synced
112-4211294-9590608,Standard,2024-07-09 00:09:22.578000+00:00
111-7391826-9269058,Standard,2024-07-09 00:09:10.683000+00:00
112-7624677-5681837,Standard,2024-07-13 00:09:29.400000+00:00
114-4387749-1792200,Standard,2024-07-14 00:09:41.721000+00:00
112-2159808-8874612,Standard,2024-07-15 00:09:32.135000+00:00
113-2660962-3873811,Standard,2024-07-16 00:08:20.326000+00:00
111-5545482-1046602,Standard,2024-07-17 00:09:30.383000+00:00
114-1319722-3816267,Standard,2024-07-17 00:09:30.325000+00:00
111-8251700-9725849,Standard,2024-07-18 00:09:39.974000+00:00
114-3112599-0192264,Standard,2024-07-18 00:09:57.971000+00:00
114-9256123-0385005,Standard,2024-07-18 00:09:37.980000+00:00
112-1539078-5337864,Standard,2024-07-19 00:09:43.581000+00:00
113-5809074-8503414,Standard,2024-07-20 00:09:45.540000+00:00
113-8895299-8105837,Standard,2024-07-21 00:09:34.308000+00:00
112-8035839-5186640,Standard,2024-07-24 00:09:24.011000+00:00
111-6712905-5954657,Standard,2024-07-24 00:09:25.824000+00:00
111-1504943-3213018,Standard,2024-07-27 00:09:49.003000+00:00
112-4348053-4081839,Standard,2024-07-29 00:09:22.003000+00:00
114-6013361-3260252,Standard,2024-07-31 00:11:40.005000+00:00
111-5611459-2716238,Standard,2024-07-31 00:11:20.361000+00:00
112-5446263-9208258,Standard,2024-07-31 00:11:38.003000+00:00
111-4708927-9850617,Standard,2024-08-01 00:09:40.402000+00:00
113-6023071-8037808,Standard,2024-08-02 00:09:15.481000+00:00
111-4474986-7554661,Standard,2024-08-03 00:09:17.835000+00:00
114-2316650-0399445,Standard,2024-08-04 00:09:10.299000+00:00
111-0724601-7084256,Standard,2024-08-04 00:09:14.300000+00:00
114-0435159-6201018,Standard,2024-08-05 00:09:06.767000+00:00
114-8421196-9517038,Standard,2024-08-05 00:09:08.618000+00:00
111-8643822-1417859,Standard,2024-08-06 00:09:22.272000+00:00
112-1339446-2969044,Standard,2024-08-10 00:09:21.383000+00:00
111-6590849-7751444,Standard,2024-08-12 00:09:20.726000+00:00
111-8240883-0260241,Standard,2024-08-13 00:08:29.646000+00:00
111-7336906-3582657,Standard,2024-08-14 12:32:34.092000+00:00
113-8048683-4075442,Standard,2024-08-15 00:09:24.826000+00:00
113-4604766-0814614,Standard,2024-08-18 00:09:27.545000+00:00
113-5060450-9630667,Standard,2024-08-21 00:09:23.304000+00:00
111-2243810-6486647,Standard,2024-08-24 00:08:12.782000+00:00
113-0246006-9270677,Standard,2024-08-27 00:11:36.901000+00:00
113-0501601-9032248,Standard,2024-08-27 00:11:40.760000+00:00
114-2681200-1859427,Standard,2024-09-01 00:09:41.601000+00:00
113-3067212-9521036,Standard,2024-09-02 00:08:12.762000+00:00
111-2116255-9946661,Standard,2024-09-04 00:09:31.841000+00:00
114-6376107-6069829,Standard,2024-09-06 00:09:36.619000+00:00
114-1448609-1522628,Standard,2024-09-10 00:09:24.838000+00:00
114-5707915-8558613,Standard,2024-09-12 00:08:35.156000+00:00
111-7991410-2708229,Standard,2024-09-14 00:09:33.179000+00:00
112-8623546-3823420,Standard,2024-09-15 00:09:30.036000+00:00
111-2798299-2952257,Standard,2024-09-15 00:09:29.991000+00:00
114-3904125-6607441,Standard,2024-09-16 00:09:22.554000+00:00
114-0978121-4457812,Standard,2024-09-17 00:09:40.442000+00:00
111-3599224-8841067,Standard,2024-09-18 00:09:39.435000+00:00
111-4871982-2719401,Standard,2024-09-21 00:09:34.359000+00:00
114-7289285-5800265,Standard,2024-09-21 00:09:30.443000+00:00
111-6595582-0235424,Standard,2024-09-22 00:08:11.854000+00:00
112-8240790-2417021,Standard,2024-09-23 00:09:14.791000+00:00
111-9602429-5614668,Standard,2024-09-25 00:08:24.450000+00:00
111-9494919-5085053,Standard,2024-09-26 00:08:31.613000+00:00
112-8863852-4409054,Standard,2024-09-29 00:09:27.277000+00:00
114-3475266-7916245,Standard,2024-09-30 00:09:31.031000+00:00
114-9177826-3804212,Standard,2024-10-02 00:09:32.405000+00:00
114-7466264-2929814,Standard,2024-10-04 00:09:20.442000+00:00
114-0515354-1592245,Standard,2024-10-05 00:09:22.106000+00:00
114-4537524-3609820,Standard,2024-10-05 00:09:27.942000+00:00
114-2343038-7417059,Standard,2024-10-06 00:09:19.475000+00:00
111-1186901-5342653,Standard,2024-10-08 00:08:43.020000+00:00
114-7734761-4428262,Standard,2024-10-22 17:43:39.157000+00:00
113-1831306-9920222,Standard,2024-10-22 17:42:57.164000+00:00
113-7363596-4477840,Standard,2024-10-22 17:43:07.160000+00:00
113-1094395-5189030,Standard,2024-10-22 17:43:15.157000+00:00
111-2724142-9537825,Standard,2024-10-22 17:43:03.169000+00:00
111-4817810-1623464,Standard,2024-10-22 17:42:53.170000+00:00
112-0744092-5734609,Standard,2024-10-22 17:43:59.147000+00:00
114-3942795-7351467,Standard,2024-10-22 17:44:01.141000+00:00
114-2435510-5172209,Standard,2024-10-22 17:43:45.157000+00:00
113-2954904-2759467,Standard,2024-10-28 18:40:36.555000+00:00
111-3378753-3749027,Standard,2024-10-31 14:51:10.628000+00:00
113-2371147-7139452,Standard,2024-11-01 15:22:26.729000+00:00
113-6030180-4981832,Standard,2024-11-04 15:24:16.503000+00:00
113-1277140-3181838,Standard,2024-11-04 15:24:04.500000+00:00
113-7187744-8064252,Standard,2024-11-06 14:29:58.652000+00:00
113-0560127-1270651,Standard,2024-11-06 14:29:52.809000+00:00
112-7741147-2982603,Standard,2024-11-08 16:28:21.957000+00:00
113-7427449-0409041,Standard,2024-11-08 16:28:22.090000+00:00
111-1414619-4312211,Standard,2024-11-12 21:14:29.705000+00:00
113-7482977-2043454,Standard,2024-11-18 16:12:04.227000+00:00
111-3280511-7743458,Standard,2024-11-18 16:11:54.230000+00:00
111-6888935-1277846,Standard,2024-11-18 16:11:56.246000+00:00
112-0961032-6265821,Standard,2024-11-20 15:43:14.325000+00:00
111-2663506-9956256,Standard,2024-11-25 18:40:26.040000+00:00
113-3505508-0317029,Standard,2024-12-03 00:36:08.455000+00:00
111-0829751-2211427,Standard,2024-12-04 00:36:48.612000+00:00
112-2437537-0076219,Standard,2024-12-05 00:35:50.340000+00:00
114-3897773-4317847,Standard,2023-09-20 20:31:30.758000+00:00
111-9622454-5065004,Standard,2023-09-22 20:31:29.532000+00:00
112-5602320-8065018,Standard,2023-09-27 02:31:35.078000+00:00
113-2574150-7380248,Standard,2023-09-27 14:31:34.019000+00:00
113-3341968-0184244,Standard,2023-09-27 20:31:31.661000+00:00
112-3831321-8429034,Standard,2023-09-28 02:31:34.269000+00:00
112-2213710-2218604,Standard,2023-09-29 14:31:29.644000+00:00
114-1104286-3621005,Standard,2023-09-30 02:32:04.899000+00:00
114-0998480-0116268,Standard,2023-10-06 14:31:33.099000+00:00
113-0717404-9341827,Standard,2023-10-06 20:31:35.659000+00:00
112-1320925-1193830,Standard,2023-10-07 02:31:31.190000+00:00
114-4676105-2455400,Standard,2023-10-07 14:31:33.363000+00:00
113-3785375-2338605,Standard,2023-10-08 02:31:32.196000+00:00
112-7906896-3991459,Standard,2023-10-11 08:31:34.163000+00:00
111-7896867-9805869,Standard,2023-10-12 02:31:35.089000+00:00
112-8002264-0985828,Standard,2023-10-12 02:31:29.271000+00:00
111-1270379-2927438,Standard,2023-10-12 20:31:31.694000+00:00
114-3122996-4283408,Standard,2023-10-16 08:31:31.584000+00:00
112-2079888-0228255,Standard,2023-10-17 14:31:34.689000+00:00
111-0004871-5108209,Standard,2023-10-17 20:31:31.049000+00:00
113-3752856-8564263,Standard,2023-10-18 20:31:32.917000+00:00
112-1108035-4717035,Standard,2023-10-19 02:31:33.411000+00:00
113-0907705-9009068,Standard,2023-10-19 20:31:38.266000+00:00
114-7928800-3384224,Standard,2023-10-21 14:31:36.463000+00:00
113-3222118-8747406,Standard,2023-10-22 14:31:34.291000+00:00
114-5399332-1656223,Standard,2023-10-23 20:31:35.133000+00:00
111-4658690-8129002,Standard,2023-10-25 20:31:34.697000+00:00
111-2222335-1994655,Standard,2023-10-26 08:31:35.283000+00:00
111-4522286-1664256,Standard,2023-10-29 02:31:32.785000+00:00
111-4320520-8315419,Standard,2023-10-29 14:31:30.305000+00:00
111-3917018-7287402,Standard,2023-10-30 08:31:29.753000+00:00
111-3410955-2753820,Standard,2023-11-01 02:31:32.283000+00:00
113-5881644-6622660,Standard,2023-11-06 14:32:30.280000+00:00
113-1467968-2888228,Standard,2023-11-07 02:32:34.804000+00:00
113-9930116-7193027,Standard,2023-11-07 08:32:32.669000+00:00
114-3195745-2896236,Standard,2023-11-08 08:32:34.042000+00:00
111-4964651-2494654,Standard,2023-11-10 02:32:34.734000+00:00
114-9243117-3618653,Standard,2023-11-12 14:32:34.951000+00:00
113-0146959-2108257,Standard,2023-11-16 20:32:32.987000+00:00
114-8829341-3176249,Standard,2023-11-18 08:32:34.558000+00:00
112-2022881-4160201,Standard,2023-11-19 14:32:31.565000+00:00
111-5514919-9188258,Standard,2023-11-19 20:32:32.926000+00:00
113-8043151-2885809,Standard,2023-11-24 14:32:32.056000+00:00
112-0054537-2035432,Standard,2023-11-27 02:32:33.487000+00:00
113-4369453-2698613,Standard,2023-11-30 02:32:32.235000+00:00
112-2932104-9345032,Standard,2023-12-01 00:04:51.631000+00:00
111-2957872-1449824,Standard,2023-12-01 14:32:36.096000+00:00
114-2198483-8491413,Standard,2023-12-02 08:32:36.440000+00:00
111-4436238-0609006,Standard,2023-12-03 00:04:47.876000+00:00
114-1871415-9192203,Standard,2023-12-03 08:32:42.501000+00:00
114-6438318-0424206,Standard,2023-12-03 08:32:36.491000+00:00
113-5329287-5837868,Standard,2023-12-03 14:32:35.800000+00:00
111-9433481-0217059,Standard,2023-12-03 20:32:31.806000+00:00
112-8286023-7332261,Standard,2023-12-06 20:32:37.910000+00:00
114-9220900-9530644,Standard,2023-12-07 20:32:37.224000+00:00
111-9158318-8772253,Standard,2023-12-08 20:32:42.565000+00:00
112-9864846-2901040,Standard,2023-12-08 20:32:38.864000+00:00
114-5069354-9081842,Standard,2023-12-09 20:32:36.762000+00:00
114-1891000-3965053,Standard,2023-12-10 02:32:36.735000+00:00
114-1873586-2577842,Standard,2023-12-10 20:32:33.426000+00:00
112-2796244-8473845,Standard,2023-12-11 08:32:50.704000+00:00
111-5091944-1857846,Standard,2023-12-12 00:12:31.986000+00:00
111-1512988-8241005,Standard,2023-12-12 20:32:37.396000+00:00
112-8820229-6343415,Standard,2023-12-13 02:32:34.364000+00:00
114-4270557-7127467,Standard,2023-12-14 14:32:34.313000+00:00
113-7497756-3418665,Standard,2023-12-15 02:32:31.679000+00:00
114-4783443-5347408,Standard,2023-12-16 20:32:36.980000+00:00
111-3274513-8220211,Standard,2023-12-17 00:04:50.528000+00:00
111-2518200-3741845,Standard,2023-12-18 20:32:35.217000+00:00
112-1012762-5430636,Standard,2023-12-19 00:04:51.471000+00:00
113-8740534-1419422,Standard,2023-12-21 00:05:02.963000+00:00
113-6525011-9433822,Standard,2023-12-21 20:32:35.184000+00:00
113-3078758-1071437,Standard,2023-12-23 08:32:36.668000+00:00
114-2328511-5059445,Standard,2023-12-23 20:32:28.754000+00:00
111-0228643-9314672,Standard,2023-12-26 20:32:33.006000+00:00
114-1126316-7691465,Standard,2023-12-29 20:32:32.353000+00:00
111-7864365-4690626,Standard,2023-12-31 08:32:33.847000+00:00
113-0338043-0349040,Standard,2024-01-02 20:32:31.239000+00:00
112-0272382-5729859,Standard,2024-01-04 00:04:54.304000+00:00
112-2594246-4137829,Standard,2024-01-06 08:32:34.388000+00:00
113-2160188-9616204,Standard,2024-01-13 14:32:38.529000+00:00
113-1626743-9996224,Standard,2024-01-15 08:32:41.631000+00:00
114-8721223-3553815,Standard,2024-01-16 08:32:38.848000+00:00
114-0231396-9509845,Standard,2024-01-17 20:32:37.882000+00:00
112-2933973-9338637,Standard,2024-01-21 08:32:38.034000+00:00
112-4630124-9136261,Standard,2024-01-24 20:32:35.513000+00:00
114-6420808-3940252,Standard,2024-01-25 20:32:36.948000+00:00
112-6501174-8342635,Standard,2024-01-26 02:32:32.996000+00:00
112-7350224-0053827,Standard,2024-01-30 20:33:31.669000+00:00
111-0050866-1169008,Standard,2024-02-03 20:33:33.093000+00:00
111-0022940-4452245,Standard,2024-02-05 08:33:39.324000+00:00
111-7456797-4397845,Standard,2024-02-05 08:33:41.328000+00:00
111-3780212-0553061,Standard,2024-02-06 20:33:39.777000+00:00
111-8863883-0592221,Standard,2024-02-07 02:33:32.608000+00:00
112-0525369-4616227,Standard,2024-02-10 00:06:04.723000+00:00
111-6299825-2225054,Standard,2024-02-13 00:06:03.318000+00:00
113-0204845-3473063,Standard,2024-02-15 14:33:28.371000+00:00
111-7924359-4258640,Standard,2024-02-17 00:05:57.007000+00:00
112-4002982-8744203,Standard,2024-02-20 00:06:16.652000+00:00
113-2472668-4792267,Standard,2024-02-20 20:33:35.389000+00:00
112-9047196-4301845,Standard,2024-02-24 20:33:33.106000+00:00
114-5467234-9808204,Standard,2024-02-28 14:33:40.663000+00:00
113-3633228-6933811,Standard,2024-02-29 20:34:02.183000+00:00
113-2544461-3969039,Standard,2024-03-02 08:33:34.625000+00:00
112-5301423-0436229,Standard,2024-03-04 14:33:32.317000+00:00
113-5448260-2906619,Standard,2024-03-05 02:33:37.528000+00:00
111-7586150-1444239,Standard,2024-03-07 20:33:57.168000+00:00
111-2273127-0973815,Standard,2024-03-11 14:33:37.450000+00:00
111-5147178-1390662,Standard,2024-03-12 20:33:38.695000+00:00
113-6583932-1063455,Standard,2024-03-14 08:33:45.334000+00:00
111-4999401-5633008,Standard,2024-03-14 20:33:50.307000+00:00
114-2070749-8201850,Standard,2024-03-19 02:33:57.564000+00:00
113-1136064-8483402,Standard,2024-03-26 20:35:53.934000+00:00
113-4608670-4777060,Standard,2024-03-28 00:09:16.678000+00:00
113-9933885-8259441,Standard,2024-03-29 20:35:46.418000+00:00
114-5991515-3983435,Standard,2024-03-30 14:35:37.063000+00:00
111-7176025-7015435,Standard,2024-04-01 00:09:07.236000+00:00
112-6557754-5925856,Standard,2024-04-01 02:35:46.402000+00:00
114-6118197-6667438,Standard,2024-04-01 20:35:46.202000+00:00
113-9908269-7835423,Standard,2024-04-06 00:08:55.233000+00:00
114-3387475-9969005,Standard,2024-04-10 00:08:57.461000+00:00
114-0448784-7019409,Standard,2024-04-12 00:08:09.329000+00:00
112-0675541-4281821,Standard,2024-04-13 00:08:05.361000+00:00
111-8123619-3156245,Standard,2024-04-15 00:08:29.074000+00:00
112-2126994-0288202,Standard,2024-04-18 00:08:51.432000+00:00
113-8136426-3583466,Standard,2024-04-21 00:08:09.967000+00:00
111-4763591-8362628,Standard,2024-04-29 00:09:18.515000+00:00
113-3523770-0321066,Standard,2024-05-01 00:09:23.925000+00:00
114-6321836-3569041,Standard,2024-05-01 00:09:20.309000+00:00
112-7365485-9504256,Standard,2024-05-02 00:09:36.102000+00:00
113-6369131-1006652,Standard,2024-05-05 00:08:21.880000+00:00
114-2026140-5445839,Standard,2024-05-06 00:08:07.124000+00:00
113-8709442-7526666,Standard,2024-05-07 00:08:31.154000+00:00
113-1215718-8226647,Standard,2024-05-08 00:08:34.192000+00:00
114-7889288-9221023,Standard,2024-05-10 00:09:23.379000+00:00
112-1755445-7348266,Standard,2024-05-10 00:09:19.495000+00:00
112-5629862-8886627,Standard,2024-05-13 00:08:26.373000+00:00
112-3617057-0857011,Standard,2024-05-14 00:09:23.879000+00:00
113-3047457-2842656,Standard,2024-05-15 00:08:42.908000+00:00
113-4551094-5761005,Standard,2024-05-22 20:19:16.828000+00:00
111-2963622-6717036,Standard,2024-05-22 20:19:50.803000+00:00
113-2284900-3541831,Standard,2024-05-22 20:19:36.806000+00:00
114-7585717-0929810,Standard,2024-05-22 20:19:26.808000+00:00
113-3917368-0463419,Standard,2024-05-22 20:19:10.816000+00:00
113-9655972-1157868,Standard,2024-05-22 20:19:38.810000+00:00
113-5911736-5717049,Standard,2024-05-22 20:19:12.818000+00:00
111-1585935-8747400,Standard,2024-05-22 20:19:04.837000+00:00
113-8591830-4853052,Standard,2024-05-24 00:09:48.509000+00:00
113-6975059-4326613,Standard,2024-05-24 00:09:48.460000+00:00
112-9430396-1400251,Standard,2024-05-25 00:08:47.895000+00:00
112-1969424-0509859,Standard,2024-05-26 00:08:20.534000+00:00
111-5201578-8397058,Standard,2024-05-26 00:08:26.402000+00:00
113-6116588-9051463,Standard,2024-05-27 00:08:24.083000+00:00
113-0527150-4330656,Standard,2024-05-30 00:08:15.592000+00:00
113-3032330-1982659,Standard,2024-06-01 00:09:14.077000+00:00
114-5610419-0937063,Standard,2024-06-02 00:10:04.964000+00:00
113-9744494-6646604,Standard,2024-06-03 00:09:03.263000+00:00
111-6744854-8337809,Standard,2024-06-03 00:09:06.871000+00:00
112-7239516-1623460,Standard,2024-06-04 00:08:19.648000+00:00
113-7058951-4836212,Standard,2024-06-07 00:08:56.759000+00:00
112-0187535-8893876,Standard,2024-06-08 00:09:24.527000+00:00
112-1110187-9851431,Standard,2024-06-09 00:11:41.032000+00:00
111-5333057-3790640,Standard,2024-06-10 00:09:32.330000+00:00
114-2842519-0013810,Standard,2024-06-10 00:09:30.322000+00:00
114-0078561-2990612,Standard,2024-06-11 00:08:07.308000+00:00
113-4926195-0144248,Standard,2024-06-13 00:09:32.020000+00:00
113-9092976-1057806,Standard,2024-06-15 00:09:39.741000+00:00
114-0320670-4193831,Standard,2024-06-16 00:09:34.743000+00:00
113-5360997-4586661,Standard,2024-06-19 00:09:19.038000+00:00
112-1295437-6138622,Standard,2024-06-20 00:08:59.379000+00:00
111-9819313-2331469,Standard,2024-06-20 00:09:01.382000+00:00
114-8635702-9535465,Standard,2024-06-22 00:08:18.603000+00:00
113-4689338-1251400,Standard,2024-06-23 00:08:20.120000+00:00
113-3430122-4829849,Standard,2024-06-24 00:09:07.372000+00:00
111-4710822-3642636,Standard,2024-06-24 00:09:07.322000+00:00
112-0504618-2514638,Standard,2024-06-25 00:09:29.087000+00:00
112-4405241-1184206,Standard,2024-06-25 00:09:25.244000+00:00
111-3402268-0035457,Standard,2024-06-27 00:08:19.854000+00:00
113-9393517-3507431,Standard,2024-06-28 00:08:50.509000+00:00
114-3159736-5925846,Standard,2024-06-28 00:08:54.319000+00:00
111-2059870-7001066,Standard,2024-07-01 00:09:25.655000+00:00
112-9262860-9726656,Standard,2024-07-01 00:09:25.720000+00:00
112-4531683-4049821,Standard,2024-07-03 00:08:27.564000+00:00
112-4486101-8295400,Standard,2024-07-04 00:09:25.161000+00:00
111-7831222-6086627,Standard,2024-07-04 00:09:13.334000+00:00
111-3734580-7039427,Standard,2024-07-05 00:09:17.594000+00:00
112-4893824-0929807,Standard,2024-07-08 00:09:33.965000+00:00
113-4362565-5565833,Standard,2024-07-08 00:09:24.203000+00:00
114-8553703-6692253,Standard,2024-07-09 00:09:18.511000+00:00
114-7945884-8825057,Standard,2024-07-10 00:08:25.521000+00:00
112-9115458-2793839,Standard,2024-07-10 00:08:27.517000+00:00
114-5049277-4686622,Standard,2024-07-10 00:08:21.715000+00:00
114-2375912-8306663,Standard,2024-07-11 00:08:18.038000+00:00
113-4770533-8309862,Standard,2024-07-12 00:09:43.461000+00:00
114-1273998-0585065,Standard,2024-07-13 00:09:27.560000+00:00
113-9667732-7679420,Standard,2024-07-16 00:08:22.150000+00:00
113-7854886-6618609,Standard,2024-07-18 00:09:43.987000+00:00
111-2702723-4207464,Standard,2024-07-19 00:09:49.570000+00:00
114-3267601-8585002,Standard,2024-07-19 00:10:01.594000+00:00
111-1712446-2066641,Standard,2024-07-20 00:09:37.528000+00:00
114-1878556-1342603,Standard,2024-07-20 00:09:47.545000+00:00
111-6026752-9923437,Standard,2024-07-21 00:09:28.512000+00:00
113-2205442-0762621,Standard,2024-07-22 00:09:48.553000+00:00
113-9575919-2292215,Standard,2024-07-23 00:09:58.824000+00:00
112-9237364-8012230,Standard,2024-07-25 00:08:30.462000+00:00
111-6779911-9026628,Standard,2024-07-28 00:09:32.223000+00:00
114-0125039-3364267,Standard,2024-07-28 00:09:32.177000+00:00
114-3198512-1085854,Standard,2024-07-30 00:09:28.311000+00:00
114-0467198-1864268,Standard,2024-07-31 00:11:43.994000+00:00
111-3976389-6744203,Standard,2024-08-01 00:09:48.384000+00:00
111-3731326-6833855,Standard,2024-08-01 00:09:34.384000+00:00
113-9908082-3309857,Standard,2024-08-02 00:09:13.640000+00:00
113-4985023-5975453,Standard,2024-08-03 00:09:23.637000+00:00
113-9010578-3184264,Standard,2024-08-03 00:09:21.627000+00:00
114-9825665-5801828,Standard,2024-08-04 00:09:20.335000+00:00
111-2149803-2401862,Standard,2024-08-05 00:09:12.614000+00:00
112-2952459-2326638,Standard,2024-08-07 00:08:20.517000+00:00
111-9950227-4057826,Standard,2024-08-07 00:08:10.694000+00:00
111-6484120-1091408,Standard,2024-08-07 00:08:22.531000+00:00
111-5128777-1261049,Standard,2024-08-08 00:09:32.657000+00:00
114-1578172-9760218,Standard,2024-08-10 00:09:25.287000+00:00
114-9271591-5732225,Standard,2024-08-11 00:09:12.169000+00:00
114-2479949-7021003,Standard,2024-08-13 00:08:27.670000+00:00
111-3695456-7062611,Standard,2024-08-15 00:09:28.706000+00:00
112-0948226-7728250,Standard,2024-08-17 17:03:23.957000+00:00
114-3351406-2487457,Standard,2024-08-19 00:09:15.923000+00:00
114-0483368-9805827,Standard,2024-08-25 00:09:28.248000+00:00
113-9019127-9517005,Standard,2024-08-25 00:09:30.246000+00:00
112-9147516-4077040,Standard,2024-08-26 00:09:15.122000+00:00
113-4982994-4335430,Standard,2024-08-26 00:09:13.535000+00:00
111-4926864-2441856,Standard,2024-08-27 00:11:42.778000+00:00
114-8706884-2845843,Standard,2024-08-28 00:08:49.327000+00:00
112-9400481-1873023,Standard,2024-08-30 00:09:28.643000+00:00
113-5979011-0460257,Standard,2024-08-31 00:08:12.049000+00:00
114-3374504-3060255,Standard,2024-09-04 00:09:29.834000+00:00
114-4350812-0541069,Standard,2024-09-04 00:09:28.017000+00:00
113-6285892-3062667,Standard,2024-09-05 00:09:25.097000+00:00
112-4095743-2621036,Standard,2024-09-06 00:09:32.618000+00:00
112-6532443-6385843,Standard,2024-09-08 00:08:06.577000+00:00
112-1139851-8689067,Standard,2024-09-09 00:09:17.956000+00:00
111-5922403-7361840,Standard,2024-09-10 00:09:28.495000+00:00
113-6444683-9119436,Standard,2024-09-11 00:09:20.672000+00:00
113-6033341-9736240,Standard,2024-09-12 00:08:36.837000+00:00
113-0395441-8817854,Standard,2024-09-13 00:09:41.449000+00:00
113-4236994-9669052,Standard,2024-09-14 00:09:29.544000+00:00
111-1973024-8237010,Standard,2024-09-16 00:09:24.454000+00:00
113-4573083-7157037,Standard,2024-09-16 00:09:22.605000+00:00
112-3469732-0062623,Standard,2024-09-17 00:09:36.582000+00:00
114-4605295-0745054,Standard,2024-09-19 00:09:39.202000+00:00
113-9525504-0078623,Standard,2024-09-22 00:08:15.659000+00:00
114-7400506-2779453,Standard,2024-09-24 00:09:38.842000+00:00
113-9648033-2647465,Standard,2024-09-25 00:08:26.448000+00:00
111-2528689-9910666,Standard,2024-09-29 00:09:21.379000+00:00
114-7451618-1212211,Standard,2024-10-01 00:10:06.853000+00:00
112-5549537-9770601,Standard,2024-10-04 00:09:26.451000+00:00
111-4951243-8541835,Standard,2024-10-04 00:09:18.625000+00:00
112-6667119-6419447,Standard,2024-10-05 00:09:23.946000+00:00
112-0739814-3164233,Standard,2024-10-07 00:09:10.838000+00:00
111-8758200-9655461,Standard,2024-10-09 00:09:24.792000+00:00
112-5344413-4340234,Standard,2024-10-22 17:44:07.162000+00:00
114-1222766-2239412,Standard,2024-10-22 17:42:51.822000+00:00
114-0175437-8687475,Standard,2024-10-22 17:43:47.149000+00:00
111-0818963-4253044,Standard,2024-10-22 17:43:27.152000+00:00
112-8546704-6933049,Standard,2024-10-22 17:43:33.155000+00:00
111-5854655-8063421,Standard,2024-10-22 17:43:21.153000+00:00
113-0245146-5716213,Standard,2024-10-25 20:40:10.876000+00:00
111-3078413-7978661,Standard,2024-11-01 15:22:20.710000+00:00
113-6992584-2417815,Standard,2024-11-04 15:24:06.512000+00:00
111-6353847-4253020,Standard,2024-11-04 15:24:14.501000+00:00
111-7837857-1221006,Standard,2024-11-06 14:29:54.651000+00:00
114-7414608-5533006,Standard,2024-11-12 21:14:39.484000+00:00
111-9680224-0379449,Standard,2024-11-18 16:11:50.232000+00:00
111-6189469-9045019,Standard,2024-11-18 16:12:02.234000+00:00
114-6865256-6384257,Standard,2024-11-18 16:12:00.223000+00:00
113-6431847-7873849,Standard,2024-11-18 16:12:08.244000+00:00
113-7024732-0437027,Standard,2024-11-20 15:43:12.515000+00:00
111-7813630-3093838,Standard,2024-11-20 15:43:16.297000+00:00
113-3267975-3789067,Standard,2024-11-20 15:43:18.292000+00:00
113-8130445-9716250,Standard,2024-11-26 15:07:58.493000+00:00
113-7212251-2238611,Standard,2024-11-29 14:36:13.492000+00:00
114-7520243-7405017,Standard,2024-12-02 00:35:57.237000+00:00
111-5367727-2129833,Standard,2024-12-03 00:36:02.497000+00:00
111-4252669-6157828,Standard,2024-12-03 00:36:10.448000+00:00
112-4219191-5660241,Standard,2024-12-06 00:36:00.730000+00:00
111-0327154-9197830,Standard,2024-12-06 00:35:59.053000+00:00
112-3348135-9136202,Standard,2024-12-09 00:36:56.245000+00:00
112-5022780-1062659,Standard,2024-12-12 00:35:16.665000+00:00
112-4603278-1237000,Standard,2024-12-12 00:35:22.686000+00:00
112-0973038-0874602,Standard,2024-12-13 00:37:00.432000+00:00
113-3634655-1172244,Standard,2024-12-16 00:36:37.102000+00:00
111-7459637-6407405,Standard,2024-12-16 00:36:39.050000+00:00
112-6318107-1713806,Standard,2024-12-20 00:36:58.621000+00:00
114-1469627-3709038,Standard,2024-12-25 00:36:13.508000+00:00
113-3508629-5433031,Standard,2024-12-28 00:36:19.655000+00:00
114-7260301-2241055,Standard,2024-12-29 00:35:49.653000+00:00
114-7934273-3330649,Standard,2024-12-31 00:36:04.824000+00:00
111-0002461-0349074,Standard,2024-12-05 00:35:46.330000+00:00
114-2450540-8597839,Standard,2024-12-06 00:35:59.534000+00:00
114-0510205-2461827,Standard,2024-12-08 00:36:43.555000+00:00
112-3377550-6725016,Standard,2024-12-09 00:37:06.333000+00:00
114-2311179-9461021,Standard,2024-12-12 00:35:24.622000+00:00
114-7651468-7756260,Standard,2024-12-15 00:35:55.262000+00:00
111-9434739-1740235,Standard,2024-12-17 00:36:44.486000+00:00
111-3771662-1093814,Standard,2024-12-19 00:37:14.277000+00:00
111-1012795-6508227,Standard,2024-12-19 00:37:12.205000+00:00
112-9446566-0581068,Standard,2024-12-20 00:36:58.697000+00:00
111-3308230-1809800,Standard,2024-12-21 00:36:44.362000+00:00
113-9874096-0087404,Standard,2024-12-23 00:37:13.932000+00:00
111-4034493-1623400,Standard,2024-12-23 00:37:04.159000+00:00
113-1924836-6522668,Standard,2025-01-06 00:36:21.334000+00:00
112-1997383-6065844,Standard,2025-01-06 00:36:21.404000+00:00
113-3852484-9901831,Standard,2025-01-09 00:36:11.585000+00:00
114-7678845-1942614,Standard,2025-01-11 00:36:14.915000+00:00
113-4696517-3085815,Standard,2025-01-13 00:36:06.321000+00:00
114-4398361-3564252,Standard,2025-01-16 00:36:50.291000+00:00
112-1139705-5579422,Standard,2025-01-18 00:35:41.140000+00:00
112-1142731-1837054,Standard,2025-01-22 00:36:03.504000+00:00
111-8974362-9435408,Standard,2025-01-23 00:35:43.785000+00:00
113-5824816-8965046,Standard,2025-01-28 00:36:10.396000+00:00
