id,canceled_at,completed_at,created,current_phase_start_date,current_phase_end_date,default_settings_collection_method,default_settings_default_payment_method,default_settings_invoice_settings_days_until_due,default_settings_billing_thresholds_amount_gte,default_settings_billing_thresholds_reset_billing_cycle_anchor,end_behavior,livemode,metadata,released_at,released_subscription,status,customer_id,subscription_id,_fivetran_synced
sub_sched_1OS8QHFCPJnn9IgIwt8jUMB4,,,2023-12-28 01:30:09+00:00,,,charge_automatically,pm_1M3p7iFCPJnn9IgIHxqpJL5a,,,,release,True,"{""caregiver_user_pool_id"":""4c8de57f-da5f-4535-aab9-1486a17eb2a2""}",2023-12-28 01:32:53+00:00,sub_1O8T6XFCPJnn9IgI4lymMLC8,released,cus_MnPxjA0oWwMIHo,,2024-08-14 04:16:09.848000+00:00
sub_sched_1MfuK6FCPJnn9IgId6SqpKCe,,,2023-02-27 00:12:10+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""8830f81e-db2c-47fe-9cf5-5855864fcf2f""}",2023-03-01 17:01:00+00:00,sub_K6ALYAcVuQXP3O,released,cus_JWKh1aDfN9crhS,,2024-08-14 04:17:35.325000+00:00
sub_sched_1PHdURFCPJnn9IgIu03slhl8,,,2024-05-18 02:59:19+00:00,,,charge_automatically,pm_1O6iWTFCPJnn9IgIJYK0I7tN,,,,release,True,"{""caregiver_user_pool_id"":""62057da4-06c6-46fc-ab95-7d21a898ccf7""}",2024-05-18 23:36:03+00:00,sub_1O6iWUFCPJnn9IgIxvdZGVQr,released,cus_OuXbHN0tYqu1j0,,2024-08-14 04:15:28.832000+00:00
sub_sched_1N1ZF6FCPJnn9IgIfgwleQ4A,,,2023-04-27 18:08:32+00:00,,,charge_automatically,pm_1OZuBFFCPJnn9IgI182g9vV7,,,,cancel,True,{},2024-01-23 00:12:17+00:00,sub_1N1ZDkFCPJnn9IgIf05PrHnA,released,cus_Mwn6OhKOi1srUv,,2024-08-14 04:17:19.679000+00:00
sub_sched_1MO1WiFCPJnn9IgIKXZPv3ss,,,2023-01-08 16:15:16+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""279aa04c-c1d5-464d-9a81-fc27f435e506""}",2023-02-01 17:01:00+00:00,sub_K69mHM0XYSl7Rs,released,cus_IYjw2nyae6e2wU,,2024-08-14 04:17:50.271000+00:00
sub_sched_1MIzzqFCPJnn9IgIfX3gDy2H,,,2022-12-25 19:36:34+00:00,,,charge_automatically,pm_1Jf9BtFCPJnn9IgIp5HJID3M,,,,release,True,"{""caregiver_user_pool_id"":""ef3173f2-5c59-40ae-a025-b7c386d26b44""}",2023-01-19 20:16:46+00:00,sub_1Jf9BuFCPJnn9IgIIR1E8kbX,released,cus_KJmlkYSwaPOZvS,,2024-08-14 04:17:55.278000+00:00
sub_sched_1OsC5OFCPJnn9IgISVwSKNVO,,,2024-03-08 22:40:18+00:00,,,charge_automatically,pm_1OK2uqFCPJnn9IgIdp02FRe0,,,,release,True,"{""caregiver_user_pool_id"":""d8f2a66c-6373-4889-a69c-ea3740008863""}",2024-03-09 00:35:07+00:00,sub_1OK2urFCPJnn9IgIY76igzYz,released,cus_P8JXG4uKdIyI9s,,2024-08-14 04:15:48.629000+00:00
sub_sched_1OuIynFCPJnn9IgIhlCsW8ty,,,2024-03-14 18:26:13+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""3164d29c-6723-4862-883b-fe316d2881ee""}",2024-03-19 21:30:24+00:00,sub_1MGquiFCPJnn9IgInQizEhsz,released,cus_Mt8vGGJeTcdzgg,,2024-08-14 04:15:46.845000+00:00
sub_sched_1MeUc6FCPJnn9IgI0wco7Hbc,,,2023-02-23 02:32:54+00:00,,,charge_automatically,pm_1MLgnLFCPJnn9IgIm1zuC3oa,,,,release,True,"{""caregiver_user_pool_id"":""39ba8664-0f00-441f-886f-2b0e406c270e""}",2023-03-22 05:43:48+00:00,sub_1MLgnNFCPJnn9IgIk7yHuzKf,released,cus_N5sYvvfm2UbXi0,,2024-08-14 04:17:36.476000+00:00
sub_sched_1PXsTtFCPJnn9IgIjTtgQOKI,2024-07-02 01:18:47+00:00,,2024-07-01 22:13:53+00:00,,,charge_automatically,pm_1OqP5YFCPJnn9IgIxB1upHUo,,,,release,True,"{""caregiver_user_pool_id"":""1f75793f-f760-4ab8-907a-ec72ff634c52""}",,,canceled,cus_Pfka8ipR7QRhhH,sub_1OqP5ZFCPJnn9IgInGExH0s0,2024-08-14 04:15:14.761000+00:00
sub_sched_1NaljCFCPJnn9IgIdcPJQnfO,,,2023-08-02 20:33:06+00:00,,,charge_automatically,pm_1MNyWYFCPJnn9IgIsCTmTJt5,,,,release,True,"{""caregiver_user_pool_id"":""7ccf740d-29a8-4164-862e-1c2743264174""}",2023-08-06 12:44:53+00:00,sub_1LtsfdFCPJnn9IgIpMbJTcTn,released,cus_Md8xGDSB5Edn4h,,2024-08-14 04:16:52.682000+00:00
sub_sched_1OqbdpFCPJnn9IgIYSL2PNr9,,,2024-03-04 13:33:17+00:00,,,charge_automatically,card_1Kqor6FCPJnn9IgIZASeNoBq,,,,release,True,"{""caregiver_user_pool_id"":""13fe7dab-dabd-4b0a-a99f-77d46e70ac37""}",2024-03-20 05:03:27+00:00,sub_1K1OV1FCPJnn9IgIPXKi3X4b,released,cus_Kgm3NS31mYyNUB,,2024-08-14 04:15:49.637000+00:00
sub_sched_1M9yqnFCPJnn9IgI8CKY6KnP,,,2022-11-30 22:33:57+00:00,,,charge_automatically,pm_1KF9jVFCPJnn9IgIr3aETst8,,,,release,True,"{""caregiver_user_pool_id"":""84eff920-c265-4aee-952b-8cc673bc63d2""}",2022-12-27 04:08:19+00:00,sub_1KF9jXFCPJnn9IgIrDFMyUki,released,cus_Kuzi3lADvLRPS1,,2024-08-14 04:18:02.473000+00:00
sub_sched_1MpH1WFCPJnn9IgIQFZbefmR,,,2023-03-24 20:15:42+00:00,,,charge_automatically,pm_1LTuuTFCPJnn9IgIOxcashdt,,,,release,True,"{""caregiver_user_pool_id"":""4a79a2e9-f81d-4b49-9bbd-dbaba43c0531""}",2023-03-26 21:52:54+00:00,sub_1LTuuUFCPJnn9IgIwWPhIYIk,released,cus_MCJXgE3lEPBW7z,,2024-08-14 04:17:28.813000+00:00
sub_sched_1N4vPwFCPJnn9IgII1DzbXtt,,,2023-05-07 00:25:36+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""54b70bb7-7c00-4a62-8ccd-f4751ad4f984""}",2023-05-07 00:34:06+00:00,sub_1N2PROFCPJnn9IgI84A2pNJG,released,cus_No1RjaKWuYdBE3,,2024-08-14 04:17:16.971000+00:00
sub_sched_1NvKylFCPJnn9IgIreLS1D0i,,,2023-09-28 14:14:11+00:00,,,charge_automatically,src_1NEI2qFCPJnn9IgItLplP9ce,,,,release,True,"{""caregiver_user_pool_id"":""8c55a2da-87ce-4525-a2b8-6981133f80c7""}",2023-10-06 12:56:27+00:00,sub_1JhZeeFCPJnn9IgIALz9DMwV,released,cus_Jb5ptiLuFpZ0mq,,2024-08-14 04:16:36.256000+00:00
sub_sched_1PSq0YFCPJnn9IgIP5M4szD6,,,2024-06-18 00:34:46+00:00,,,charge_automatically,pm_1K8bEEFCPJnn9IgIC6Uflda7,,,,release,True,"{""caregiver_user_pool_id"":""6a3e5124-f915-40c3-872b-53595b04d9bf""}",2024-07-09 02:03:57+00:00,sub_1K8bEGFCPJnn9IgITp0GnnrR,released,cus_KoDfpc3Oxjz4tj,,2024-08-14 04:15:19.047000+00:00
sub_sched_1NVhJOFCPJnn9IgISR939Jen,,,2023-07-19 20:49:30+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""c7f5da70-f177-438f-8243-5af8d6d73136""}",2023-08-01 17:01:00+00:00,sub_K69qcVjvCu17pb,released,cus_Ibp1E4JtWVZXnW,,2024-08-14 04:16:56.671000+00:00
sub_sched_1NcwrVFCPJnn9IgI4KDtqpIw,,,2023-08-08 20:50:41+00:00,,,charge_automatically,pm_1NWPBvFCPJnn9IgIT0lGLoFK,,,,release,True,"{""caregiver_user_pool_id"":""5bcb6dd7-5179-4a31-89c3-f047a0a82767""}",2023-08-14 13:42:12+00:00,sub_1MQ9yuFCPJnn9IgIczkvNrvS,released,cus_IZ5aBgYabYMj68,,2024-08-14 04:16:51.010000+00:00
sub_sched_1OfkWAFCPJnn9IgI2AiwwP5V,,,2024-02-03 14:48:30+00:00,,,charge_automatically,pm_1MLdqpFCPJnn9IgI9ZJc6FMu,,,,release,True,"{""caregiver_user_pool_id"":""3c8da92f-7fd2-4eec-996b-95defd7b81ad""}",2024-03-02 02:34:14+00:00,sub_1MLdqrFCPJnn9IgIZlOZzNfD,released,cus_N5pVVVH9aAoF5X,,2024-08-14 04:15:58.279000+00:00
sub_sched_1NVPUvFCPJnn9IgIYJAxeXKB,,,2023-07-19 01:48:13+00:00,,,charge_automatically,,,,,release,True,{},2024-05-22 19:31:49+00:00,sub_1NVPUvFCPJnn9IgIIkLVQajp,released,cus_LqcuZmmyE2QWcL,,2024-08-14 04:16:56.641000+00:00
sub_sched_1N6a5AFCPJnn9IgIJDqgBIl1,,,2023-05-11 14:03:00+00:00,,,charge_automatically,pm_1L1fj3FCPJnn9IgIfRTSmoSh,,,,release,True,"{""caregiver_user_pool_id"":""6cff18b2-1a10-47ac-9033-a8b11b14e8d9""}",2023-05-19 00:01:00+00:00,sub_1L1fj5FCPJnn9IgIhXbOxEeO,released,cus_Lj7zi5S2DuK0Dt,,2024-08-14 04:17:15.879000+00:00
sub_sched_1OONa0FCPJnn9IgIFwzrRZpr,,,2023-12-17 16:52:40+00:00,,,charge_automatically,pm_1NL8jiFCPJnn9IgIgThES20A,,,,release,True,"{""caregiver_user_pool_id"":""aee90763-17ca-42f5-9227-c3c0230a82bf""}",2023-12-17 16:54:41+00:00,sub_1NL8jkFCPJnn9IgIlN3p1pq3,released,cus_O7NUoe05PlmPun,,2024-08-14 04:16:13.285000+00:00
sub_sched_1ME1F5FCPJnn9IgICgzALzhq,,,2022-12-12 01:55:43+00:00,,,charge_automatically,src_1M9D03FCPJnn9IgIvUAxZF9W,,,,release,True,"{""caregiver_user_pool_id"":""3b4fdb90-3a30-4c96-86e2-05e1ecd904c9""}",2022-12-19 21:56:18+00:00,sub_1K1HogFCPJnn9IgIAcs5CY8V,released,cus_Kgf8hCPJD7Xak5,,2024-08-14 04:17:58.992000+00:00
sub_sched_1NHyEDFCPJnn9IgIBNvjwmhL,,,2023-06-12 00:03:25+00:00,,,charge_automatically,pm_1MkrBpFCPJnn9IgILIGzqQAz,,,,release,True,"{""caregiver_user_pool_id"":""6311ae8f-a26c-49b2-a0a6-fd72992cb1b8""}",2023-07-01 17:01:00+00:00,sub_K69jZRbUxLPCAF,released,cus_IXJ1l7ZbheDBnz,,2024-08-14 04:17:07.075000+00:00
sub_sched_1PKVRJFCPJnn9IgIkLSvfP3G,,,2024-05-26 00:59:57+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""fb00e31a-b488-479e-b090-35b8abc53256""}",2024-05-26 01:01:02+00:00,sub_1PKTyuFCPJnn9IgIRxsTMrvx,released,cus_QApbqxXvOhGtfW,,2024-08-14 04:15:26.533000+00:00
sub_sched_1NJKxyFCPJnn9IgIsHWBAdHC,2023-06-19 15:16:52+00:00,,2023-06-15 18:32:18+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""9c846948-aefc-4acd-9c45-821e8988924b""}",,,canceled,cus_JcJDzNyMIYuQDg,sub_K6AUusUbp3hLo3,2024-08-14 04:17:06.154000+00:00
sub_sched_1LsTxUFCPJnn9IgIuUQJTcBt,,,2022-10-13 16:08:32+00:00,,,charge_automatically,pm_1JpHHPFCPJnn9IgIai81FPoh,,,,release,True,"{""caregiver_user_pool_id"":""669e2ddd-289c-4a0b-8a1f-7511f8d383db""}",2022-10-13 16:09:31+00:00,sub_1JpHHRFCPJnn9IgIEPhHIkmF,released,cus_KUFnzjVEmVz3kv,,2024-08-14 04:18:15.720000+00:00
sub_sched_1MSTLkFCPJnn9IgIQiBWh0hz,,,2023-01-20 22:46:20+00:00,,,charge_automatically,pm_1K83x2FCPJnn9IgIm8W2BHsg,,,,release,True,"{""caregiver_user_pool_id"":""1a53a8f0-8226-42c7-873d-9069122267ae""}",2023-01-20 22:47:22+00:00,sub_1K83x3FCPJnn9IgIyfXumNlj,released,cus_KnfHLNyDF2MdJE,,2024-08-14 04:17:46.588000+00:00
sub_sched_1PbVECFCPJnn9IgIO5gl2a4L,,,2024-07-11 22:12:40+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""f1a54d37-7f17-4e9a-ade7-fc9bc32cb674""}",2024-07-11 22:13:51+00:00,sub_K6AJ6XGFX0LUyn,released,cus_JU8hu08R5YHI6V,,2024-08-14 04:15:11.047000+00:00
sub_sched_1LWUIeFCPJnn9IgIXe6wa3ma,,,2022-08-14 00:03:28+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""7eb136ca-bf8e-4624-a30f-c70d998bb684""}",2022-09-01 17:01:00+00:00,sub_K6Acs9WD9WbuLn,released,cus_JilIcCKdubYuQ6,,2024-08-14 04:18:31.821000+00:00
sub_sched_1PYdJyFCPJnn9IgIxWnYwoWj,,,2024-07-04 00:14:46+00:00,,,charge_automatically,pm_1NfOeJFCPJnn9IgIxxi9RNVi,,,,release,True,"{""caregiver_user_pool_id"":""3e5625da-d3eb-42f0-893d-5829022f5f8d""}",2024-07-04 00:18:15+00:00,sub_1NfOeKFCPJnn9IgIXkpWKfnl,released,cus_OSJG8wj4BkK13b,,2024-08-14 04:15:13.518000+00:00
sub_sched_1P4T0TFCPJnn9IgIaSpfe4Nc,,,2024-04-11 19:09:57+00:00,,,charge_automatically,src_1P4SyrFCPJnn9IgIGeG5bbxF,,,,release,True,"{""caregiver_user_pool_id"":""5f3222c9-d604-4284-91e6-066cd69c6c73""}",2024-05-24 14:21:07+00:00,sub_1OG0FiFCPJnn9IgIhMxj5hfI,released,cus_P48WhlBaniaj7X,,2024-08-14 04:15:39.154000+00:00
sub_sched_1P7mWEFCPJnn9IgIUljVAMHC,,,2024-04-20 22:36:26+00:00,,,charge_automatically,pm_1K2TaKFCPJnn9IgIfSxkdAdG,,,,release,True,"{""caregiver_user_pool_id"":""9ec822b5-0f70-4f32-83a1-a1772aaba4aa""}",2024-04-30 00:00:01+00:00,sub_1K2TaLFCPJnn9IgI3wnerJoZ,released,cus_KhtNU4KB2TUuIf,,2024-08-14 04:15:36.709000+00:00
sub_sched_1OJqg6FCPJnn9IgIJxI7ISjN,,,2023-12-05 04:56:14+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""685dee1f-d292-49dc-8f1b-61442e153bf2""}",2023-12-19 05:57:10+00:00,sub_1MGcLaFCPJnn9IgIgQ8sYlWp,released,cus_MsuYpBCtoY96yF,,2024-08-14 04:16:16.825000+00:00
sub_sched_1NpF48FCPJnn9IgIYHuBiLX3,,,2023-09-11 18:42:32+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""28cdf62c-ec5a-42f0-8acb-432d2c3510be""}",2023-10-01 17:01:00+00:00,sub_K6B000khTOl25V,released,cus_JxkznjimYB9YoU,,2024-08-14 04:16:41.183000+00:00
sub_sched_1MTFSbFCPJnn9IgIRmGuA91a,,,2023-01-23 02:08:37+00:00,,,charge_automatically,pm_1KjbXiFCPJnn9IgIbBbll78u,,,,release,True,"{""caregiver_user_pool_id"":""5a736eae-a247-4bc8-9c04-b87b93330c4d""}",2023-02-21 03:53:59+00:00,sub_1KjbXjFCPJnn9IgItkMhQhmO,released,cus_LQSSM9IXOxgQcM,,2024-08-14 04:17:45.608000+00:00
sub_sched_1LoR7DFCPJnn9IgI5hOor0fH,,,2022-10-02 12:17:51+00:00,,,charge_automatically,pm_1KRO8BFCPJnn9IgIOMcBWjmU,,,,release,True,"{""caregiver_user_pool_id"":""a9cbc90c-dc0d-42c5-973e-84aed4a89b14""}",2022-11-01 21:56:20+00:00,sub_1KRO8CFCPJnn9IgIOfF6X5ed,released,cus_L7dOBdJNQvke5C,,2024-08-14 04:18:18.545000+00:00
sub_sched_1ORfRNFCPJnn9IgIIkOVzqhl,,,2023-12-26 18:33:21+00:00,,,charge_automatically,card_1Ky1HRFCPJnn9IgIDNKIrIVk,,,,release,True,"{""caregiver_user_pool_id"":""11fda89d-b65d-4156-9eee-dd8b27c09456""}",2024-01-10 17:49:07+00:00,sub_1KKREUFCPJnn9IgIKC7xhP2r,released,cus_L0S8R2TOuMHr7X,,2024-08-14 04:16:10.631000+00:00
sub_sched_1NkWE9FCPJnn9IgID1gh2A41,,,2023-08-29 18:01:21+00:00,,,charge_automatically,pm_1LdEo3FCPJnn9IgI3D2Q5x1M,,,,release,True,"{""caregiver_user_pool_id"":""297c6a67-697c-40ae-b638-a730b89a8dc8""}",2023-09-22 00:01:00+00:00,sub_1LdEo4FCPJnn9IgInOjYfxoE,released,cus_MLwh0X4cc5DhPt,,2024-08-14 04:16:44.736000+00:00
sub_sched_1PVks1FCPJnn9IgIbM3DLsDO,,,2024-06-26 01:42:01+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""65e4f804-13a6-430e-802a-d04a8b148281""}",2024-06-26 01:44:55+00:00,sub_1MvWcVFCPJnn9IgISTKs9QSv,released,cus_NdOQzy3VaTGbk1,,2024-08-14 04:15:16.504000+00:00
sub_sched_1PLolwFCPJnn9IgImc7Fu95l,,,2024-05-29 15:50:40+00:00,,,charge_automatically,pm_1Kb82jFCPJnn9IgIGlazs4OZ,,,,release,True,"{""caregiver_user_pool_id"":""e2275547-696f-4ba2-ad87-d8df0f19634e""}",2024-06-28 18:45:59+00:00,sub_1Kb82kFCPJnn9IgIxv0ZsiMm,released,cus_LHhRM9SbDYKrH3,,2024-08-14 04:15:25.369000+00:00
sub_sched_1NrNmEFCPJnn9IgIjWIwVQKG,,,2023-09-17 16:24:54+00:00,,,charge_automatically,pm_1N4LUnFCPJnn9IgI1Rkx5BW1,,,,release,True,"{""caregiver_user_pool_id"":""2fa2bf69-63ad-4e22-ba20-aacab5cd8b6c""}",2023-10-01 17:01:00+00:00,sub_K6AokX6G2IqUKf,released,cus_Jso2poNAAWd9iV,,2024-08-14 04:16:39.478000+00:00
sub_sched_1MlNKrFCPJnn9IgIBYxucLj6,,,2023-03-14 02:11:33+00:00,,,charge_automatically,pm_1MYKrqFCPJnn9IgIGaKKHDpN,,,,release,True,"{""caregiver_user_pool_id"":""03ba1f81-3644-468f-bc56-2e8c76f4e916""}",2023-03-14 02:13:01+00:00,sub_1MYKrtFCPJnn9IgIViUcVf0s,released,cus_NIwj8FdMxIB6s0,,2024-08-14 04:17:31.654000+00:00
sub_sched_1MDspLFCPJnn9IgIcdWnTeg2,,,2022-12-11 16:56:35+00:00,,,charge_automatically,pm_1Kq3oeFCPJnn9IgIgdDMVH9U,,,,release,True,"{""caregiver_user_pool_id"":""4ba8f8d1-0f66-42f0-a314-d069cd029b05""}",2023-01-08 23:18:09+00:00,sub_1Kq3ofFCPJnn9IgILvzC8d60,released,cus_LX842nhJfMlLxB,,2024-08-14 04:17:59.200000+00:00
sub_sched_1PRdA4FCPJnn9IgI24FAQZNn,,,2024-06-14 16:39:36+00:00,,,charge_automatically,pm_1PRcJOFCPJnn9IgI9tRpOBVf,,,,release,True,{},2024-08-06 17:00:00+00:00,sub_K6BFTOecKGLXo4,released,cus_K3wfBy8TpeCqua,,2024-08-14 04:15:20.585000+00:00
sub_sched_1PCM0vFCPJnn9IgIZnL6dPVE,,,2024-05-03 13:19:01+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""52a72a4c-8f01-4c6f-a6c0-487468e48b00""}",2024-05-30 03:34:59+00:00,sub_1NkfBGFCPJnn9IgI5z26MEP4,released,cus_OR1XPIfwIGw3nI,,2024-08-14 04:15:32.997000+00:00
sub_sched_1NxWCtFCPJnn9IgIp7fXp9EG,,,2023-10-04 14:37:47+00:00,,,charge_automatically,pm_1LaiJhFCPJnn9IgInRD6n9af,,,,release,True,"{""caregiver_user_pool_id"":""c948fc10-4539-41e8-9eea-69e7dda5e4e3""}",2023-10-22 00:01:00+00:00,sub_1LaiJjFCPJnn9IgIA191Wnlu,released,cus_MJKzNJC8RcvItJ,,2024-08-14 04:16:34.509000+00:00
sub_sched_1MX4txFCPJnn9IgIJTx5tyWe,,,2023-02-02 15:40:41+00:00,,,charge_automatically,pm_1Jk6e7FCPJnn9IgIxhnj6aSX,,,,release,True,"{""caregiver_user_pool_id"":""bf103f56-5dcf-4ebe-8046-23cc9c3eda03""}",2023-03-02 12:34:25+00:00,sub_1Jk6e9FCPJnn9IgIfgqupzpP,released,cus_KOuTAEX8hyACHU,,2024-08-14 04:17:42.591000+00:00
sub_sched_1MJPpQFCPJnn9IgIp3rq8Sul,,,2022-12-26 23:11:32+00:00,,,charge_automatically,pm_1M5FU3FCPJnn9IgI7aTKny6f,,,,release,True,"{""caregiver_user_pool_id"":""10386178-0d27-42b6-9a9c-18f6bb506eb2""}",2022-12-31 21:19:56+00:00,sub_1M5FU4FCPJnn9IgISQQLoIgU,released,cus_MotG00FSncWSlN,,2024-08-14 04:17:54.802000+00:00
sub_sched_1PWlFAFCPJnn9IgIOuu92bGU,,,2024-06-28 20:18:04+00:00,,,charge_automatically,pm_1JzMFyFCPJnn9IgIHf4sVzuD,,,,release,True,"{""caregiver_user_pool_id"":""7f546678-99dd-483d-b5cc-c5b55e274bcf""}",2024-07-14 14:15:32+00:00,sub_1JzMFzFCPJnn9IgIX4nLiBA6,released,cus_Kefb0jR6mNtc9A,,2024-08-14 04:15:15.689000+00:00
sub_sched_1M24kGFCPJnn9IgIEDHuLmfV,,,2022-11-09 03:14:32+00:00,,,charge_automatically,,,,,release,True,"{""caregiver_user_pool_id"":""30e94ea1-3fb8-4eb8-b546-0c06406b3f28""}",2022-12-01 17:01:00+00:00,sub_K6AoDO6iYdojjP,released,cus_JsYZ5szxeBOGaI,,2024-08-14 04:18:08.182000+00:00
sub_sched_1NGRgHFCPJnn9IgIhqEsfVkg,,,2023-06-07 19:06:05+00:00,,,charge_automatically,pm_1LSA2SFCPJnn9IgIpo7fj6qO,,,,release,True,"{""caregiver_user_pool_id"":""6b4c2159-2828-4376-a200-c997efcc0679""}",2023-06-22 01:37:53+00:00,sub_1LSA2TFCPJnn9IgIGdwsNPlu,released,cus_MAV2ZemvALLVx9,,2024-08-14 04:17:08.543000+00:00
sub_sched_1LtDwOFCPJnn9IgIjyB19TIi,,,2022-10-15 17:14:28+00:00,,,charge_automatically,pm_1K7CSwFCPJnn9IgILfeSWyOA,,,,release,True,"{""caregiver_user_pool_id"":""65a7f281-0ac3-4f3b-b2a1-ba39554c9724""}",2022-11-06 00:01:00+00:00,sub_1K7CSyFCPJnn9IgICEtCLVn3,released,cus_Kmm0r4mY1hu5Cp,,2024-08-14 04:18:15.246000+00:00
sub_sched_1MKqt3FCPJnn9IgI5Y1su3i9,,,2022-12-30 22:17:13+00:00,,,charge_automatically,pm_1Lj4vSFCPJnn9IgIpK9Qs5cO,,,,release,True,"{""caregiver_user_pool_id"":""c0dda374-0400-431c-9f61-17e525785f98""}",2023-01-05 06:39:50+00:00,sub_1KzxZuFCPJnn9IgIaD0sx4k0,released,cus_LhMI08qCKsSyAo,,2024-08-14 04:17:53.302000+00:00
sub_sched_1OhV1iFCPJnn9IgIDpFC3EMj,,,2024-02-08 10:40:18+00:00,,,charge_automatically,pm_1JVNvyFCPJnn9IgIZNFW2G1a,,,,release,True,"{""caregiver_user_pool_id"":""cb985149-94d2-4ab8-a6ac-bc360e3945d9""}",2024-02-22 21:59:01+00:00,sub_K9hK0iLz9hJMrV,released,cus_K9hKJKUQVmzbrH,,2024-08-14 04:15:56.799000+00:00
sub_sched_1ObA9MFCPJnn9IgIBrZ7pR9Y,,,2024-01-21 23:10:00+00:00,,,charge_automatically,src_1M9zfVFCPJnn9IgIclOdIwx4,,,,release,True,"{""caregiver_user_pool_id"":""4b1dbef3-cf6e-4424-8347-cd30c45402f3""}",2024-02-08 16:04:12+00:00,sub_1KTpzDFCPJnn9IgIfWc635AH,released,cus_LAAJOWif4QJXsj,,2024-08-14 04:16:02.406000+00:00
sub_sched_1PQedMFCPJnn9IgI1al5bH6B,,,2024-06-12 00:01:48+00:00,,,charge_automatically,pm_1NqnVeFCPJnn9IgI1Nj9lHhv,,,,release,True,"{""caregiver_user_pool_id"":""79a839d3-316a-4ef0-a1dc-bcdfb6d04e5e""}",2024-07-06 01:41:25+00:00,sub_1NqnVgFCPJnn9IgIZ3H1azle,released,cus_Oe5hZtFfpUZ5s1,,2024-08-14 04:15:21.126000+00:00
sub_sched_1PUalrFCPJnn9IgIsUPEpyzP,,,2024-06-22 20:42:51+00:00,,,charge_automatically,pm_1KlEdrFCPJnn9IgIfDx9imlN,,,,release,True,"{""caregiver_user_pool_id"":""a41ce37e-f38c-401a-9c52-dea28f73f14c""}",2024-06-22 20:43:07+00:00,sub_1KlEdsFCPJnn9IgIkoCf0N5U,released,cus_LS8vxyakoARLUv,,2024-08-14 04:15:17.915000+00:00
sub_sched_1MyMQ6FCPJnn9IgIMmJnjWCu,,,2023-04-18 21:50:38+00:00,,,charge_automatically,pm_1KeK87FCPJnn9IgIU4k7G3Kg,,,,release,True,"{""caregiver_user_pool_id"":""8564f4dd-baca-48b1-aa18-6b060bbec0f5""}",2023-05-06 14:17:44+00:00,sub_1KeK88FCPJnn9IgInq0kDP4C,released,cus_LL08alwaqH6FOn,,2024-08-14 04:17:22.036000+00:00
sub_sched_1NLiVkFCPJnn9IgI8tu1Rp6O,,,2023-06-22 08:05:00+00:00,,,charge_automatically,pm_1MZcZ7FCPJnn9IgIui7kGbtl,,,,release,True,"{""caregiver_user_pool_id"":""a2e1096f-4464-4196-9325-85e32d3fd3fd""}",2023-07-01 16:02:42+00:00,sub_1MZcZ8FCPJnn9IgIEwUbfdwC,released,cus_NKH7RDn5Fg5Rsw,,2024-08-14 04:17:04.108000+00:00
sub_sched_1OkixfFCPJnn9IgICLbZ39Aq,,,2024-02-17 08:09:27+00:00,,,charge_automatically,pm_1Ohv2CFCPJnn9IgIyUxk8YLN,,,,release,True,"{""caregiver_user_pool_id"":""0732785f-618d-4c0f-8ea4-8cd4921caac3""}",2024-02-17 08:09:53+00:00,sub_1Ohv2DFCPJnn9IgIkxxK6D3M,released,cus_PWz0eXq2F1jMFg,,2024-08-14 04:15:54.283000+00:00
sub_sched_1PDSVlFCPJnn9IgIdnDofOMZ,,,2024-05-06 14:27:25+00:00,,,charge_automatically,pm_1Nob9wFCPJnn9IgIexmK8xDS,,,,release,True,"{""caregiver_user_pool_id"":""65873a58-fa1a-47a5-a900-ef587642ad23""}",2024-06-02 17:03:41+00:00,sub_1KcupUFCPJnn9IgIBxwwZt7l,released,cus_LJXvDlZZKu3tQ0,,2024-08-14 04:15:32.147000+00:00
sub_sched_1OS2WXFCPJnn9IgIchF93rGY,,,2023-12-27 19:12:13+00:00,,,charge_automatically,pm_1LjYH7FCPJnn9IgIWfu4llPO,,,,release,True,{},2024-02-09 00:55:55+00:00,sub_1LjYH9FCPJnn9IgIcKnEiFpE,released,cus_MSTDGh6XGZCh2s,,2024-08-14 04:16:10.235000+00:00
