balance_transaction_id,index,connected_account_id,amount,application,currency,description,type,_fivetran_synced
txn_3PkC8FFCPJnn9IgI1SdKMJNf,0,,565,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.650000+00:00
txn_3PkCDsFCPJnn9IgI1MMetMtv,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.650000+00:00
txn_3PkCFUFCPJnn9IgI05bQpIwH,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.669000+00:00
txn_3PkCZVFCPJnn9IgI10hGgmrX,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.669000+00:00
txn_3PkCgDFCPJnn9IgI16gk4Wjl,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.669000+00:00
txn_3PkChvFCPJnn9IgI0jsN8hQ9,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.669000+00:00
txn_3PkCv7FCPJnn9IgI1qbFLRE5,0,,727,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.669000+00:00
txn_3PkD1RFCPJnn9IgI1cZcwBZ7,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.669000+00:00
txn_3PkD5KFCPJnn9IgI0bsNlpJE,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.669000+00:00
txn_3PkD8lFCPJnn9IgI0cpGz63i,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.669000+00:00
txn_3PkDPlFCPJnn9IgI06weWNkl,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.616000+00:00
txn_3PkDShFCPJnn9IgI0thbFQkE,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.616000+00:00
txn_3PkDTbFCPJnn9IgI0rbhSXBk,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.616000+00:00
txn_3PkDTvFCPJnn9IgI07AdOmFe,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.616000+00:00
txn_3PkDVhFCPJnn9IgI13YIShQj,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.616000+00:00
txn_3PkDbPFCPJnn9IgI0vBpuXKS,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:37.124000+00:00
txn_3PkDdMFCPJnn9IgI07n1R3Cq,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.616000+00:00
txn_3PkDfNFCPJnn9IgI1UY34WwB,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.616000+00:00
txn_3PkDoNFCPJnn9IgI0FMWrU7P,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.616000+00:00
txn_3PkE7PFCPJnn9IgI1yA9CUud,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.995000+00:00
txn_3PkEKdFCPJnn9IgI0ENFWqte,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.995000+00:00
txn_3PkERNFCPJnn9IgI1SV7owzB,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.995000+00:00
txn_3PkEagFCPJnn9IgI1TU0Un2L,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.995000+00:00
txn_3PkEahFCPJnn9IgI0LNFIrl3,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.995000+00:00
txn_3PkEbeFCPJnn9IgI1iqSogIb,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.995000+00:00
txn_3PkEqFFCPJnn9IgI0IwJrEDm,0,,990,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.995000+00:00
txn_3PkF1vFCPJnn9IgI17XlqeL0,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.995000+00:00
txn_3PkFJQFCPJnn9IgI1ZXtGyoI,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFJoFCPJnn9IgI16UTOncK,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFJtFCPJnn9IgI0jzIWS9V,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFLLFCPJnn9IgI1ZKCPw9m,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFLmFCPJnn9IgI080l8aKw,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFLuFCPJnn9IgI0riWGybX,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFLuFCPJnn9IgI1nBq4Ylp,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFLyFCPJnn9IgI1veESnxc,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFM8FCPJnn9IgI1fd1BaVU,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFOsFCPJnn9IgI1xPGfpih,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFRnFCPJnn9IgI0FtdS3Xn,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFRnFCPJnn9IgI1TGss5Oy,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFS4FCPJnn9IgI01BBa3kS,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFS4FCPJnn9IgI0n166tTv,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFS4FCPJnn9IgI1ZDU6gVL,0,,83,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFSRFCPJnn9IgI0NElUoGU,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFT6FCPJnn9IgI1dCzhDd2,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFVQFCPJnn9IgI1ALtHgmK,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFmXFCPJnn9IgI1q3unITD,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFuJFCPJnn9IgI1QF4wv5f,0,,442,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkFulFCPJnn9IgI1MzddTJf,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.323000+00:00
txn_3PkGO8FCPJnn9IgI0T6cc5V7,0,,906,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.020000+00:00
txn_3PkGSMFCPJnn9IgI1aYPiebT,0,,778,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.020000+00:00
txn_3PkGa3FCPJnn9IgI0Oj0k2dH,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.020000+00:00
txn_3PkGcbFCPJnn9IgI0M7DOEa6,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.020000+00:00
txn_3PkGi0FCPJnn9IgI0XG6hYpG,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.020000+00:00
txn_3PkGouFCPJnn9IgI0UMSjKir,0,,592,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.020000+00:00
txn_3PkHXSFCPJnn9IgI0toaC1Jn,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.982000+00:00
txn_3PkHjCFCPJnn9IgI1xdAsG3Z,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.982000+00:00
txn_3PkI2YFCPJnn9IgI1T3zD4If,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.002000+00:00
txn_3PkISeFCPJnn9IgI1m0Pkkuj,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.002000+00:00
txn_3PkIX5FCPJnn9IgI0hBB7HYy,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.002000+00:00
txn_3PkJ9uFCPJnn9IgI0fhMWc8h,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:27.905000+00:00
txn_3PkJzEFCPJnn9IgI1ZvMj13R,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.532000+00:00
txn_3PkK97FCPJnn9IgI1BxXoBed,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.532000+00:00
txn_3PkKrBFCPJnn9IgI10qlI8oP,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.545000+00:00
txn_3PkL2MFCPJnn9IgI0vcDM4nL,0,,56,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.545000+00:00
txn_3PkNWoFCPJnn9IgI1vO0jsbA,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.502000+00:00
txn_3PkR1DFCPJnn9IgI06qs0C1o,0,,79,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.767000+00:00
txn_3PkR9NFCPJnn9IgI07iesfK9,0,,119,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.767000+00:00
txn_3PkSt9FCPJnn9IgI1PSakgsr,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.792000+00:00
txn_3PkSzoFCPJnn9IgI0RIrVx3R,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.792000+00:00
txn_3PkTVoFCPJnn9IgI0u0lgLXt,0,,296,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.782000+00:00
txn_3PkTnRFCPJnn9IgI1HkyL0M6,0,,469,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.782000+00:00
txn_3PkU3hFCPJnn9IgI1Wspc8O9,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.814000+00:00
txn_3PkUV1FCPJnn9IgI0KPEuGja,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.814000+00:00
txn_3PkUrJFCPJnn9IgI1BdpLXzH,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:28.814000+00:00
txn_3PkUyKFCPJnn9IgI0RksSdCi,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.082000+00:00
txn_3PkV03FCPJnn9IgI0PiPmuUq,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.082000+00:00
txn_3PkV6tFCPJnn9IgI1g7pGQGo,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.082000+00:00
txn_3PkVS7FCPJnn9IgI0wPfBkS1,0,,521,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.082000+00:00
txn_3PkVmfFCPJnn9IgI0BFNYKzq,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.082000+00:00
txn_3PkVuLFCPJnn9IgI1en3qhuX,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.094000+00:00
txn_3PkVz5FCPJnn9IgI0qMcPI7T,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.094000+00:00
txn_3PkW36FCPJnn9IgI1RHqRM4f,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.094000+00:00
txn_3PkWFxFCPJnn9IgI0dBmhFKG,0,,80,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.094000+00:00
txn_3PkWTcFCPJnn9IgI04Rfv9Lh,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.094000+00:00
txn_3PkWfDFCPJnn9IgI1Hstih3h,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.094000+00:00
txn_3PkWl4FCPJnn9IgI0C17TlAq,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.094000+00:00
txn_3PkWscFCPJnn9IgI1OjGb3yM,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:37.124000+00:00
txn_3PkX1MFCPJnn9IgI0AdqCilc,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.096000+00:00
txn_3PkXA5FCPJnn9IgI0QQULHiC,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.096000+00:00
txn_3PkXKkFCPJnn9IgI0168dzkX,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.096000+00:00
txn_3PkXXbFCPJnn9IgI0AsZKktb,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.096000+00:00
txn_3PkXnwFCPJnn9IgI0w1LMqVf,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.110000+00:00
txn_3PkXo3FCPJnn9IgI1Ul3uGUL,0,,74,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.110000+00:00
txn_3PkXxPFCPJnn9IgI1HnD4ygu,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.110000+00:00
txn_3PkYNXFCPJnn9IgI1JSuDUxi,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.110000+00:00
txn_3PkYVrFCPJnn9IgI1qZca3i8,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.110000+00:00
txn_3PkYWXFCPJnn9IgI1zowdlKF,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.110000+00:00
txn_3PkYXzFCPJnn9IgI1Vf0SPRZ,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.110000+00:00
txn_3PkZ4qFCPJnn9IgI0YJSG16p,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.103000+00:00
txn_3PkZ7FFCPJnn9IgI0Y4TRHWO,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.103000+00:00
txn_3PkZZbFCPJnn9IgI14p2bzle,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.103000+00:00
txn_3PkZluFCPJnn9IgI1ApBU8ch,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.075000+00:00
txn_3PkZotFCPJnn9IgI0i4POutG,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.075000+00:00
txn_3PkZqWFCPJnn9IgI1WQJ6PwY,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.075000+00:00
txn_3PkZuhFCPJnn9IgI0CvHygGr,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.075000+00:00
txn_3Pka3yFCPJnn9IgI1SDbbsom,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.075000+00:00
txn_3Pka4SFCPJnn9IgI1K3wapDG,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.075000+00:00
txn_3PkaT7FCPJnn9IgI06cxdkkl,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.075000+00:00
txn_3PkamgFCPJnn9IgI09TmgLRn,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.461000+00:00
txn_3PkasjFCPJnn9IgI1zS1ibOu,0,,110,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.461000+00:00
txn_3Pkb11FCPJnn9IgI14OCMc17,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.461000+00:00
txn_3PkbDkFCPJnn9IgI1j2bYBfB,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.461000+00:00
txn_3PkbFtFCPJnn9IgI0CxHiSPa,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.461000+00:00
txn_3PkbIbFCPJnn9IgI0PRedPXu,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:37.552000+00:00
txn_3PkbVrFCPJnn9IgI09U1xH56,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.461000+00:00
txn_3PkbiJFCPJnn9IgI1QUUfdkD,0,,855,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.206000+00:00
txn_3Pkbm7FCPJnn9IgI0MW8Whyo,0,,292,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.206000+00:00
txn_3PkbmDFCPJnn9IgI0PhSo23h,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.206000+00:00
txn_3PkbmFFCPJnn9IgI13KaUwTS,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.206000+00:00
txn_3PkbmPFCPJnn9IgI1Pk5yDHP,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.206000+00:00
txn_3PkbmRFCPJnn9IgI1ufZRihv,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.206000+00:00
txn_3PkbmSFCPJnn9IgI1wTauqY0,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.206000+00:00
txn_3PkbmhFCPJnn9IgI1v64FZ91,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.206000+00:00
txn_3PkbmoFCPJnn9IgI0ZIQAGY1,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.206000+00:00
txn_3PkbmpFCPJnn9IgI1uWO0HoZ,0,,68,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.206000+00:00
txn_3PkbmpFCPJnn9IgI1xPukKI4,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.206000+00:00
txn_3PkbmqFCPJnn9IgI1C3zSECy,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkbmuFCPJnn9IgI02hHLCPl,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkbmuFCPJnn9IgI0xKJx6x1,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkbtrFCPJnn9IgI0mIFsZye,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3Pkbu1FCPJnn9IgI0C1h9vaa,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkbuRFCPJnn9IgI0N1wVXfd,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkbuRFCPJnn9IgI0Q4UglBq,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkbuRFCPJnn9IgI1gi5T9Vv,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkbuXFCPJnn9IgI0eiWlPbK,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3Pkby5FCPJnn9IgI0lE1Xeod,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkbyIFCPJnn9IgI1NBp0Be8,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkbysFCPJnn9IgI1DD0o5C3,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkbysFCPJnn9IgI1ggoJImV,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3Pkbz9FCPJnn9IgI1C7JyZjv,0,,69,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3Pkc0FFCPJnn9IgI1esc1uhP,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3Pkc0JFCPJnn9IgI1YVCqM7e,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3Pkc0XFCPJnn9IgI1KxjwuVG,0,,71,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3Pkc0XFCPJnn9IgI1ubUHsZq,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkcFrFCPJnn9IgI1p8yBjOc,0,,596,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkcGyFCPJnn9IgI05t1a476,0,,81,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkcLpFCPJnn9IgI1gI2IWvR,0,,50,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.783000+00:00
txn_3PkcWbFCPJnn9IgI1CEtBGDx,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.370000+00:00
txn_3PkcXlFCPJnn9IgI0HRAtlHz,0,,56,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.370000+00:00
txn_3PkcdjFCPJnn9IgI1OAnuF2u,0,,416,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.370000+00:00
txn_3PkcpYFCPJnn9IgI0jEFhBED,0,,1656,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.370000+00:00
txn_3PkdIeFCPJnn9IgI1Y3RUdGx,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.370000+00:00
txn_3PkdMFFCPJnn9IgI0m7BkrAR,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.370000+00:00
txn_3PkdSNFCPJnn9IgI0OoLSvJm,0,,407,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.371000+00:00
txn_3PkdUlFCPJnn9IgI0co9oMRF,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.371000+00:00
txn_3PkdZdFCPJnn9IgI1yciGhXu,0,,33,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.371000+00:00
txn_3PkeCxFCPJnn9IgI0QQ5iVwy,0,,1231,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.371000+00:00
txn_3PkeNIFCPJnn9IgI0KNQXd5g,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.469000+00:00
txn_3PkeSgFCPJnn9IgI0CN9vvPr,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.469000+00:00
txn_3PkeeoFCPJnn9IgI0RG5AnOH,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.469000+00:00
txn_3PkeqTFCPJnn9IgI05KG8yuV,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.469000+00:00
txn_3Pkf0MFCPJnn9IgI0QMxVzxQ,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.469000+00:00
txn_3PkfJAFCPJnn9IgI0is9C64g,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.302000+00:00
txn_3PkfgIFCPJnn9IgI1rpYhBRV,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.302000+00:00
txn_3Pkg7gFCPJnn9IgI1sgQsquQ,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:29.302000+00:00
txn_3PkgG9FCPJnn9IgI0wbCULHn,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.414000+00:00
txn_3PkgXhFCPJnn9IgI08KWmPcs,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.414000+00:00
txn_3PkgetFCPJnn9IgI0784BkZV,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.414000+00:00
txn_3Pkh7sFCPJnn9IgI0rwapM0e,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.414000+00:00
txn_3PkhTwFCPJnn9IgI13HbC8Q3,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.428000+00:00
txn_3PkiTcFCPJnn9IgI1pFR0ryZ,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.385000+00:00
txn_3Pkj5YFCPJnn9IgI1NXsFGA2,0,,66,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.382000+00:00
txn_3PkjCyFCPJnn9IgI197jq9zB,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.382000+00:00
txn_3PkleyFCPJnn9IgI0F4jeaxT,0,,1227,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.375000+00:00
txn_3Pkn9uFCPJnn9IgI0tDNGb9s,0,,2245,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.642000+00:00
txn_3PknWQFCPJnn9IgI16cGysyp,0,,67,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:32.563000+00:00
txn_3PknyGFCPJnn9IgI1N4fGiL2,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.675000+00:00
txn_3PknzsFCPJnn9IgI1ldRdXZI,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.675000+00:00
txn_3PkoPaFCPJnn9IgI1DqJFSVa,0,,27,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.675000+00:00
txn_3Pkoo6FCPJnn9IgI027R8qPP,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.682000+00:00
txn_3Pkos2FCPJnn9IgI0UZqt51l,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.682000+00:00
txn_3PkotOFCPJnn9IgI1OXedd9L,0,,70,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.682000+00:00
txn_3PkouPFCPJnn9IgI0rVEQriS,0,,403,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.682000+00:00
txn_3PkowMFCPJnn9IgI0xw4dv13,0,,605,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.682000+00:00
txn_3PkpQHFCPJnn9IgI0fMdSafQ,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.682000+00:00
txn_3PkpRDFCPJnn9IgI1D5rTznH,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.682000+00:00
txn_3PkpVxFCPJnn9IgI0KmdgRgj,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.682000+00:00
txn_3Pkpf3FCPJnn9IgI0nJhFfKE,0,,57,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.656000+00:00
txn_3PkpoCFCPJnn9IgI0AnKKDDI,0,,483,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.656000+00:00
txn_3PkpvxFCPJnn9IgI1SjCZAVQ,0,,58,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.979000+00:00
txn_3Pkq0iFCPJnn9IgI1DEFqoMR,0,,1699,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.656000+00:00
txn_3Pkq7UFCPJnn9IgI0U7WYR29,0,,55,,usd,Stripe processing fees,stripe_fee,2024-08-14 01:53:30.656000+00:00
